llmModel,iteration,finalScore
qwen2.5:3b,998,37
qwen2.5:3b,999,25
qwen2.5:3b,1000,10
qwen2.5:3b,1001,70
qwen2.5:3b,1002,18
qwen2.5:3b,1003,86
qwen2.5:3b,1004,16
qwen2.5:3b,1005,100
qwen2.5:3b,1006,100
qwen2.5:3b,1007,30
qwen2.5:3b,1008,70
qwen2.5:3b,1009,27
qwen2.5:3b,1010,70
qwen2.5:3b,1011,90
qwen2.5:3b,1012,100
qwen2.5:3b,1013,85
qwen2.5:3b,1014,10
qwen2.5:3b,1015,100
qwen2.5:3b,1016,100
qwen2.5:3b,1017,36
qwen2.5:3b,1018,15
qwen2.5:3b,1019,100
qwen2.5:3b,1020,17
qwen2.5:3b,1021,100
qwen2.5:3b,1022,47
qwen2.5:3b,1023,10
qwen2.5:3b,1024,47
qwen2.5:3b,1025,17
qwen2.5:3b,1026,100
qwen2.5:3b,1027,21
qwen2.5:3b,1028,70
qwen2.5:3b,1029,57
qwen2.5:3b,1030,80
qwen2.5:3b,1031,21
qwen2.5:3b,1032,42
qwen2.5:3b,1033,70
qwen2.5:3b,1034,72
qwen2.5:3b,1035,100
qwen2.5:3b,1036,100
qwen2.5:3b,1037,50
qwen2.5:3b,1038,92
qwen2.5:3b,1039,27
qwen2.5:3b,1040,20
qwen2.5:3b,1041,70
qwen2.5:3b,1042,60
qwen2.5:3b,1043,37
qwen2.5:3b,1044,90
qwen2.5:3b,1045,47
qwen2.5:3b,1046,100
qwen2.5:3b,1047,20
qwen2.5:3b,1048,40
qwen2.5:3b,1049,100
qwen2.5:3b,1050,20
qwen2.5:3b,1051,100
qwen2.5:3b,1052,98
qwen2.5:3b,1053,14
qwen2.5:3b,1054,40
qwen2.5:3b,1055,23
qwen2.5:3b,1056,42
qwen2.5:3b,1057,47
qwen2.5:3b,1058,14
qwen2.5:3b,1059,27
qwen2.5:3b,1060,20
qwen2.5:3b,1061,80
qwen2.5:3b,1062,21
qwen2.5:3b,1063,27
qwen2.5:3b,1064,27
qwen2.5:3b,1065,30
qwen2.5:3b,1066,25
qwen2.5:3b,1067,47
qwen2.5:3b,1068,60
qwen2.5:3b,1069,47
qwen2.5:3b,1070,37
qwen2.5:3b,1071,40
qwen2.5:3b,1072,100
qwen2.5:3b,1073,21
qwen2.5:3b,1074,20
qwen2.5:3b,1075,20
qwen2.5:3b,1076,16
qwen2.5:3b,1077,100
qwen2.5:3b,1078,30
qwen2.5:3b,1079,47
qwen2.5:3b,1080,70
qwen2.5:3b,1081,27
qwen2.5:3b,1082,80
qwen2.5:3b,1083,47
qwen2.5:3b,1084,21
qwen2.5:3b,1085,47
qwen2.5:3b,1086,70
qwen2.5:3b,1087,80
qwen2.5:3b,1088,80
qwen2.5:3b,1089,100
qwen2.5:3b,1090,100
qwen2.5:3b,1091,90
qwen2.5:3b,1092,100
qwen2.5:3b,1093,80
qwen2.5:3b,1094,25
qwen2.5:3b,1095,50
qwen2.5:3b,1096,27
qwen2.5:3b,1097,49
qwen2.5:3b,1098,100
qwen2.5:3b,1099,37
qwen2.5:3b,1100,100
qwen2.5:3b,1101,30
qwen2.5:3b,1102,15
qwen2.5:3b,1103,100
qwen2.5:3b,1104,27
qwen2.5:3b,1105,90
qwen2.5:3b,1106,27
qwen2.5:3b,1107,14
qwen2.5:3b,1108,37
qwen2.5:3b,1109,100
qwen2.5:3b,1110,77
qwen2.5:3b,1111,37
qwen2.5:3b,1112,30
qwen2.5:3b,1113,70
qwen2.5:3b,1114,100
qwen2.5:3b,1115,70
qwen2.5:3b,1116,100
qwen2.5:3b,1117,55
qwen2.5:3b,1118,30
qwen2.5:3b,1119,70
qwen2.5:3b,1120,37
qwen2.5:3b,1121,80
qwen2.5:3b,1122,30
qwen2.5:3b,1123,37
qwen2.5:3b,1124,100
qwen2.5:3b,1125,95
qwen2.5:3b,1126,25
qwen2.5:3b,1127,100
qwen2.5:3b,1128,70
qwen2.5:3b,1129,37
qwen2.5:3b,1130,20
qwen2.5:3b,1131,70
qwen2.5:3b,1132,70
qwen2.5:3b,1133,37
qwen2.5:3b,1134,70
qwen2.5:3b,1135,30
qwen2.5:3b,1136,100
qwen2.5:3b,1137,14
qwen2.5:3b,1138,18
qwen2.5:3b,1139,30
qwen2.5:3b,1140,70
qwen2.5:3b,1141,20
qwen2.5:3b,1142,70
qwen2.5:3b,1143,30
qwen2.5:3b,1144,37
qwen2.5:3b,1145,70
qwen2.5:3b,1146,16
qwen2.5:3b,1147,20
qwen2.5:3b,1148,21
qwen2.5:3b,1149,50
qwen2.5:3b,1150,70
qwen2.5:3b,1151,15
qwen2.5:3b,1152,24
qwen2.5:3b,1153,15
qwen2.5:3b,1154,20
qwen2.5:3b,1155,100
qwen2.5:3b,1156,16
qwen2.5:3b,1157,16
qwen2.5:3b,1158,15
qwen2.5:3b,1159,13
qwen2.5:3b,1160,100
qwen2.5:3b,1161,100
qwen2.5:3b,1162,82
qwen2.5:3b,1163,100
qwen2.5:3b,1164,70
qwen2.5:3b,1165,37
qwen2.5:3b,1166,100
qwen2.5:3b,1167,100
qwen2.5:3b,1168,70
qwen2.5:3b,1169,83
qwen2.5:3b,1170,100
qwen2.5:3b,1171,47
qwen2.5:3b,1172,14
qwen2.5:3b,1173,40
qwen2.5:3b,1174,16
qwen2.5:3b,1175,30
qwen2.5:3b,1176,90
qwen2.5:3b,1177,80
qwen2.5:3b,1178,57
qwen2.5:3b,1179,100
qwen2.5:3b,1180,30
qwen2.5:3b,1181,100
qwen2.5:3b,1182,50
qwen2.5:3b,1183,70
qwen2.5:3b,1184,100
qwen2.5:3b,1185,100
qwen2.5:3b,1186,21
qwen2.5:3b,1187,10
qwen2.5:3b,1188,42
qwen2.5:3b,1189,70
qwen2.5:3b,1190,100
qwen2.5:3b,1191,50
qwen2.5:3b,1192,27
qwen2.5:3b,1193,63
qwen2.5:3b,1194,100
qwen2.5:3b,1195,47
qwen2.5:3b,1196,30
qwen2.5:3b,1197,27
qwen2.5:3b,1198,0
qwen2.5:3b,1199,57
qwen2.5:3b,1200,70
qwen2.5:3b,1201,20
qwen2.5:3b,1202,10
qwen2.5:3b,1203,10
qwen2.5:3b,1204,17
qwen2.5:3b,1205,80
qwen2.5:3b,1206,20
qwen2.5:3b,1207,10
qwen2.5:3b,1208,70
qwen2.5:3b,1209,60
qwen2.5:3b,1210,100
qwen2.5:3b,1211,57
qwen2.5:3b,1212,100
qwen2.5:3b,1213,15
qwen2.5:3b,1214,100
qwen2.5:3b,1215,70
qwen2.5:3b,1216,15
qwen2.5:3b,1217,37
qwen2.5:3b,1218,100
qwen2.5:3b,1219,80
qwen2.5:3b,1220,70
qwen2.5:3b,1221,0
qwen2.5:3b,1222,5
qwen2.5:3b,1223,30
qwen2.5:3b,1224,100
qwen2.5:3b,1225,70
qwen2.5:3b,1226,100
qwen2.5:3b,1227,70
qwen2.5:3b,1228,20
qwen2.5:3b,1229,82
qwen2.5:3b,1230,100
qwen2.5:3b,1231,30
qwen2.5:3b,1232,53
qwen2.5:3b,1233,37
qwen2.5:3b,1234,37
qwen2.5:3b,1235,14
qwen2.5:3b,1236,70
qwen2.5:3b,1237,20
qwen2.5:3b,1238,87
qwen2.5:3b,1239,0
qwen2.5:3b,1240,25
qwen2.5:3b,1241,100
qwen2.5:3b,1242,100
qwen2.5:3b,1243,23
qwen2.5:3b,1244,46
qwen2.5:3b,1245,87
qwen2.5:3b,1246,100
qwen2.5:3b,1247,100
qwen2.5:3b,1248,37
qwen2.5:3b,1249,70
qwen2.5:3b,1250,82
qwen2.5:3b,1251,0
qwen2.5:3b,1252,70
qwen2.5:3b,1253,93
qwen2.5:3b,1254,100
qwen2.5:3b,1255,70
qwen2.5:3b,1256,100
qwen2.5:3b,1257,27
qwen2.5:3b,1258,100
qwen2.5:3b,1259,13
qwen2.5:3b,1260,17
qwen2.5:3b,1261,100
qwen2.5:3b,1262,100
qwen2.5:3b,1263,15
qwen2.5:3b,1264,100
qwen2.5:3b,1265,40
qwen2.5:3b,1266,27
qwen2.5:3b,1267,10
qwen2.5:3b,1268,70
qwen2.5:3b,1269,30
qwen2.5:3b,1270,30
qwen2.5:3b,1271,70
qwen2.5:3b,1272,100
qwen2.5:3b,1273,27
qwen2.5:3b,1274,27
qwen2.5:3b,1275,30
qwen2.5:3b,1276,70
qwen2.5:3b,1277,37
qwen2.5:3b,1278,37
qwen2.5:3b,1279,100
qwen2.5:3b,1280,40
qwen2.5:3b,1281,20
qwen2.5:3b,1282,42
qwen2.5:3b,1283,80
qwen2.5:3b,1284,47
qwen2.5:3b,1285,14
qwen2.5:3b,1286,100
qwen2.5:3b,1287,100
qwen2.5:3b,1288,100
qwen2.5:3b,1289,100
qwen2.5:3b,1290,50
qwen2.5:3b,1291,100
qwen2.5:3b,1292,94
qwen2.5:3b,1293,37
qwen2.5:3b,1294,100
qwen2.5:3b,1295,21
qwen2.5:3b,1296,21
qwen2.5:3b,1297,100
qwen2.5:3b,1298,47
qwen2.5:3b,1299,40
qwen2.5:3b,1300,100
qwen2.5:3b,1301,90
qwen2.5:3b,1302,100
qwen2.5:3b,1303,17
qwen2.5:3b,1304,70
qwen2.5:3b,1305,80
qwen2.5:3b,1306,100
qwen2.5:3b,1307,100
qwen2.5:3b,1308,30
qwen2.5:3b,1309,100
qwen2.5:3b,1310,100
qwen2.5:3b,1311,80
qwen2.5:3b,1312,70
qwen2.5:3b,1313,80
qwen2.5:3b,1314,21
qwen2.5:3b,1315,30
qwen2.5:3b,1316,15
qwen2.5:3b,1317,30
qwen2.5:3b,1318,10
qwen2.5:3b,1319,100
qwen2.5:3b,1320,100
qwen2.5:3b,1321,20
qwen2.5:3b,1322,20
qwen2.5:3b,1323,37
qwen2.5:3b,1324,14
qwen2.5:3b,1325,80
qwen2.5:3b,1326,18
qwen2.5:3b,1327,30
qwen2.5:3b,1328,15
qwen2.5:3b,1329,47
qwen2.5:3b,1330,87
qwen2.5:3b,1331,20
qwen2.5:3b,1332,100
qwen2.5:3b,1333,49
qwen2.5:3b,1334,30
qwen2.5:3b,1335,82
qwen2.5:3b,1336,70
qwen2.5:3b,1337,80
qwen2.5:3b,1338,15
qwen2.5:3b,1339,70
qwen2.5:3b,1340,100
qwen2.5:3b,1341,15
qwen2.5:3b,1342,30
qwen2.5:3b,1343,30
qwen2.5:3b,1344,100
qwen2.5:3b,1345,90
qwen2.5:3b,1346,62
qwen2.5:3b,1347,100
qwen2.5:3b,1348,20
qwen2.5:3b,1349,35
qwen2.5:3b,1350,20
qwen2.5:3b,1351,100
qwen2.5:3b,1352,85
qwen2.5:3b,1353,89
qwen2.5:3b,1354,87
qwen2.5:3b,1355,47
qwen2.5:3b,1356,67
qwen2.5:3b,1357,100
qwen2.5:3b,1358,100
qwen2.5:3b,1359,70
qwen2.5:3b,1360,32
qwen2.5:3b,1361,47
qwen2.5:3b,1362,37
qwen2.5:3b,1363,60
qwen2.5:3b,1364,83
qwen2.5:3b,1365,16
qwen2.5:3b,1366,30
qwen2.5:3b,1367,40
qwen2.5:3b,1368,84
qwen2.5:3b,1369,27
qwen2.5:3b,1370,10
qwen2.5:3b,1371,27
qwen2.5:3b,1372,14
qwen2.5:3b,1373,37
qwen2.5:3b,1374,35
qwen2.5:3b,1375,17
qwen2.5:3b,1376,100
qwen2.5:3b,1377,100
qwen2.5:3b,1378,70
qwen2.5:3b,1379,10
qwen2.5:3b,1380,37
qwen2.5:3b,1381,67
qwen2.5:3b,1382,100
qwen2.5:3b,1383,90
qwen2.5:3b,1384,95
qwen2.5:3b,1385,25
qwen2.5:3b,1386,12
qwen2.5:3b,1387,37
qwen2.5:3b,1388,85
qwen2.5:3b,1389,37
qwen2.5:3b,1390,87
qwen2.5:3b,1391,34
qwen2.5:3b,1392,16
qwen2.5:3b,1393,100
qwen2.5:3b,1394,100
qwen2.5:3b,1395,100
qwen2.5:3b,1396,90
qwen2.5:3b,1397,100
qwen2.5:3b,1398,85
qwen2.5:3b,1399,30
qwen2.5:3b,1400,75
qwen2.5:3b,1401,47
qwen2.5:3b,1402,47
qwen2.5:3b,1403,100
qwen2.5:3b,1404,20
qwen2.5:3b,1405,100
qwen2.5:3b,1406,80
qwen2.5:3b,1407,27
qwen2.5:3b,1408,100
qwen2.5:3b,1409,20
qwen2.5:3b,1410,20
qwen2.5:3b,1411,47
qwen2.5:3b,1412,20
qwen2.5:3b,1413,20
qwen2.5:3b,1414,30
qwen2.5:3b,1415,100
qwen2.5:3b,1416,100
qwen2.5:3b,1417,57
qwen2.5:3b,1418,27
qwen2.5:3b,1419,21
qwen2.5:3b,1420,37
qwen2.5:3b,1421,17
qwen2.5:3b,1422,50
qwen2.5:3b,1423,100
qwen2.5:3b,1424,100
qwen2.5:3b,1425,100
qwen2.5:3b,1426,30
qwen2.5:3b,1427,70
qwen2.5:3b,1428,15
qwen2.5:3b,1429,15
qwen2.5:3b,1430,21
qwen2.5:3b,1431,14
qwen2.5:3b,1432,100
qwen2.5:3b,1433,47
qwen2.5:3b,1434,100
qwen2.5:3b,1435,30
qwen2.5:3b,1436,100
qwen2.5:3b,1437,40
qwen2.5:3b,1438,100
qwen2.5:3b,1439,86
qwen2.5:3b,1440,30
qwen2.5:3b,1441,100
qwen2.5:3b,1442,30
qwen2.5:3b,1443,37
qwen2.5:3b,1444,100
qwen2.5:3b,1445,27
qwen2.5:3b,1446,37
qwen2.5:3b,1447,49
qwen2.5:3b,1448,37
qwen2.5:3b,1449,47
qwen2.5:3b,1450,79
qwen2.5:3b,1451,21
qwen2.5:3b,1452,27
qwen2.5:3b,1453,100
qwen2.5:3b,1454,100
qwen2.5:3b,1455,100
qwen2.5:3b,1456,77
qwen2.5:3b,1457,50
qwen2.5:3b,1458,100
qwen2.5:3b,1459,70
qwen2.5:3b,1460,100
qwen2.5:3b,1461,70
qwen2.5:3b,1462,67
qwen2.5:3b,1463,47
qwen2.5:3b,1464,40
qwen2.5:3b,1465,70
qwen2.5:3b,1466,80
qwen2.5:3b,1467,57
qwen2.5:3b,1468,15
qwen2.5:3b,1469,57
qwen2.5:3b,1470,16
qwen2.5:3b,1471,100
qwen2.5:3b,1472,100
qwen2.5:3b,1473,100
qwen2.5:3b,1474,100
qwen2.5:3b,1475,100
qwen2.5:3b,1476,47
qwen2.5:3b,1477,21
qwen2.5:3b,1478,30
qwen2.5:3b,1479,100
qwen2.5:3b,1480,100
qwen2.5:3b,1481,13
qwen2.5:3b,1482,30
qwen2.5:3b,1483,25
qwen2.5:3b,1484,57
qwen2.5:3b,1485,14
qwen2.5:3b,1486,39
qwen2.5:3b,1487,37
qwen2.5:3b,1488,21
qwen2.5:3b,1489,70
qwen2.5:3b,1490,70
qwen2.5:3b,1491,100
qwen2.5:3b,1492,45
qwen2.5:3b,1493,45
qwen2.5:3b,1494,17
qwen2.5:3b,1495,70
qwen2.5:3b,1496,13
qwen2.5:3b,1497,47
qwen2.5:3b,1498,17
qwen2.5:3b,1499,47
qwen2.5:3b,1500,47
qwen2.5:3b,1501,13
qwen2.5:3b,1502,21
qwen2.5:3b,1503,21
qwen2.5:3b,1504,100
qwen2.5:3b,1505,70
qwen2.5:3b,1506,70
qwen2.5:3b,1507,21
qwen2.5:3b,1508,21
qwen2.5:3b,1509,45
qwen2.5:3b,1510,100
qwen2.5:3b,1511,100
qwen2.5:3b,1512,21
qwen2.5:3b,1513,50
qwen2.5:3b,1514,37
qwen2.5:3b,1515,30
qwen2.5:3b,1516,37
qwen2.5:3b,1517,75
qwen2.5:3b,1518,14
qwen2.5:3b,1519,85
qwen2.5:3b,1520,100
qwen2.5:3b,1521,21
qwen2.5:3b,1522,37
qwen2.5:3b,1523,90
qwen2.5:3b,1524,100
qwen2.5:3b,1525,17
qwen2.5:3b,1526,100
qwen2.5:3b,1527,85
qwen2.5:3b,1528,100
qwen2.5:3b,1529,37
qwen2.5:3b,1530,100
qwen2.5:3b,1531,100
qwen2.5:3b,1532,100
qwen2.5:3b,1533,67
qwen2.5:3b,1534,30
qwen2.5:3b,1535,23
qwen2.5:3b,1536,37
qwen2.5:3b,1537,100
qwen2.5:3b,1538,30
qwen2.5:3b,1539,100
qwen2.5:3b,1540,37
qwen2.5:3b,1541,14
qwen2.5:3b,1542,100
qwen2.5:3b,1543,42
qwen2.5:3b,1544,30
qwen2.5:3b,1545,10
qwen2.5:3b,1546,60
qwen2.5:3b,1547,70
qwen2.5:3b,1548,57
qwen2.5:3b,1549,100
qwen2.5:3b,1550,25
qwen2.5:3b,1551,100
qwen2.5:3b,1552,100
qwen2.5:3b,1553,37
qwen2.5:3b,1554,100
qwen2.5:3b,1555,40
qwen2.5:3b,1556,85
qwen2.5:3b,1557,37
qwen2.5:3b,1558,27
qwen2.5:3b,1559,100
qwen2.5:3b,1560,90
qwen2.5:3b,1561,30
qwen2.5:3b,1562,70
qwen2.5:3b,1563,21
qwen2.5:3b,1564,30
qwen2.5:3b,1565,27
qwen2.5:3b,1566,86
qwen2.5:3b,1567,27
qwen2.5:3b,1568,47
qwen2.5:3b,1569,30
qwen2.5:3b,1570,21
qwen2.5:3b,1571,37
qwen2.5:3b,1572,100
qwen2.5:3b,1573,100
qwen2.5:3b,1574,80
qwen2.5:3b,1575,37
qwen2.5:3b,1576,16
qwen2.5:3b,1577,30
qwen2.5:3b,1578,30
qwen2.5:3b,1579,100
qwen2.5:3b,1580,30
qwen2.5:3b,1581,21
qwen2.5:3b,1582,100
qwen2.5:3b,1583,37
qwen2.5:3b,1584,47
qwen2.5:3b,1585,90
qwen2.5:3b,1586,100
qwen2.5:3b,1587,57
qwen2.5:3b,1588,70
qwen2.5:3b,1589,27
qwen2.5:3b,1590,12
qwen2.5:3b,1591,100
qwen2.5:3b,1592,100
qwen2.5:3b,1593,21
qwen2.5:3b,1594,20
qwen2.5:3b,1595,27
qwen2.5:3b,1596,27
qwen2.5:3b,1597,100
qwen2.5:3b,1598,27
qwen2.5:3b,1599,100
qwen2.5:3b,1600,20
qwen2.5:3b,1601,100
qwen2.5:3b,1602,30
qwen2.5:3b,1603,39
qwen2.5:3b,1604,21
qwen2.5:3b,1605,80
qwen2.5:3b,1606,20
qwen2.5:3b,1607,21
qwen2.5:3b,1608,100
qwen2.5:3b,1609,57
qwen2.5:3b,1610,50
qwen2.5:3b,1611,100
qwen2.5:3b,1612,20
qwen2.5:3b,1613,70
qwen2.5:3b,1614,100
qwen2.5:3b,1615,85
qwen2.5:3b,1616,100
qwen2.5:3b,1617,47
qwen2.5:3b,1618,30
qwen2.5:3b,1619,47
qwen2.5:3b,1620,100
qwen2.5:3b,1621,100
qwen2.5:3b,1622,97
qwen2.5:3b,1623,17
qwen2.5:3b,1624,30
qwen2.5:3b,1625,21
qwen2.5:3b,1626,21
qwen2.5:3b,1627,47
qwen2.5:3b,1628,57
qwen2.5:3b,1629,100
qwen2.5:3b,1630,60
qwen2.5:3b,1631,70
qwen2.5:3b,1632,90
qwen2.5:3b,1633,47
qwen2.5:3b,1634,27
qwen2.5:3b,1635,30
qwen2.5:3b,1636,80
qwen2.5:3b,1637,70
qwen2.5:3b,1638,21
qwen2.5:3b,1639,14
qwen2.5:3b,1640,40
qwen2.5:3b,1641,100
qwen2.5:3b,1642,100
qwen2.5:3b,1643,37
qwen2.5:3b,1644,87
qwen2.5:3b,1645,37
qwen2.5:3b,1646,70
qwen2.5:3b,1647,100
qwen2.5:3b,1648,47
qwen2.5:3b,1649,30
qwen2.5:3b,1650,13
qwen2.5:3b,1651,27
qwen2.5:3b,1652,100
qwen2.5:3b,1653,70
qwen2.5:3b,1654,85
qwen2.5:3b,1655,30
qwen2.5:3b,1656,25
qwen2.5:3b,1657,21
qwen2.5:3b,1658,100
qwen2.5:3b,1659,100
qwen2.5:3b,1660,30
qwen2.5:3b,1661,70
qwen2.5:3b,1662,30
qwen2.5:3b,1663,37
qwen2.5:3b,1664,37
qwen2.5:3b,1665,40
qwen2.5:3b,1666,100
qwen2.5:3b,1667,24
qwen2.5:3b,1668,13
qwen2.5:3b,1669,100
qwen2.5:3b,1670,20
qwen2.5:3b,1671,75
qwen2.5:3b,1672,47
qwen2.5:3b,1673,100
qwen2.5:3b,1674,14
qwen2.5:3b,1675,20
qwen2.5:3b,1676,80
qwen2.5:3b,1677,15
qwen2.5:3b,1678,21
qwen2.5:3b,1679,8
qwen2.5:3b,1680,25
qwen2.5:3b,1681,20
qwen2.5:3b,1682,37
qwen2.5:3b,1683,67
qwen2.5:3b,1684,100
qwen2.5:3b,1685,8
qwen2.5:3b,1686,47
qwen2.5:3b,1687,10
qwen2.5:3b,1688,25
qwen2.5:3b,1689,100
qwen2.5:3b,1690,47
qwen2.5:3b,1691,20
qwen2.5:3b,1692,37
qwen2.5:3b,1693,37
qwen2.5:3b,1694,37
qwen2.5:3b,1695,37
qwen2.5:3b,1696,30
qwen2.5:3b,1697,27
qwen2.5:3b,1698,20
qwen2.5:3b,1699,17
qwen2.5:3b,1700,91
qwen2.5:3b,1701,67
qwen2.5:3b,1702,85
qwen2.5:3b,1703,100
qwen2.5:3b,1704,37
qwen2.5:3b,1705,90
qwen2.5:3b,1706,30
qwen2.5:3b,1707,100
qwen2.5:3b,1708,51
qwen2.5:3b,1709,83
qwen2.5:3b,1710,100
qwen2.5:3b,1711,37
qwen2.5:3b,1712,90
qwen2.5:3b,1713,100
qwen2.5:3b,1714,37
qwen2.5:3b,1715,30
qwen2.5:3b,1716,25
qwen2.5:3b,1717,80
qwen2.5:3b,1718,20
qwen2.5:3b,1719,47
qwen2.5:3b,1720,30
qwen2.5:3b,1721,47
qwen2.5:3b,1722,70
qwen2.5:3b,1723,37
qwen2.5:3b,1724,100
qwen2.5:3b,1725,100
qwen2.5:3b,1726,40
qwen2.5:3b,1727,87
qwen2.5:3b,1728,16
qwen2.5:3b,1729,15
qwen2.5:3b,1730,100
qwen2.5:3b,1731,30
qwen2.5:3b,1732,21
qwen2.5:3b,1733,25
qwen2.5:3b,1734,23
qwen2.5:3b,1735,100
qwen2.5:3b,1736,100
qwen2.5:3b,1737,37
qwen2.5:3b,1738,40
qwen2.5:3b,1739,47
qwen2.5:3b,1740,47
qwen2.5:3b,1741,100
qwen2.5:3b,1742,100
qwen2.5:3b,1743,100
qwen2.5:3b,1744,37
qwen2.5:3b,1745,100
qwen2.5:3b,1746,80
qwen2.5:3b,1747,37
qwen2.5:3b,1748,75
qwen2.5:3b,1749,82
qwen2.5:3b,1750,100
qwen2.5:3b,1751,90
qwen2.5:3b,1752,100
qwen2.5:3b,1753,100
qwen2.5:3b,1754,10
qwen2.5:3b,1755,30
qwen2.5:3b,1756,21
qwen2.5:3b,1757,100
qwen2.5:3b,1758,100
qwen2.5:3b,1759,21
qwen2.5:3b,1760,70
qwen2.5:3b,1761,27
qwen2.5:3b,1762,100
qwen2.5:3b,1763,32
qwen2.5:3b,1764,70
qwen2.5:3b,1765,83
qwen2.5:3b,1766,100
qwen2.5:3b,1767,23
qwen2.5:3b,1768,100
qwen2.5:3b,1769,100
qwen2.5:3b,1770,100
qwen2.5:3b,1771,100
qwen2.5:3b,1772,45
qwen2.5:3b,1773,100
qwen2.5:3b,1774,100
qwen2.5:3b,1775,23
qwen2.5:3b,1776,60
qwen2.5:3b,1777,40
qwen2.5:3b,1778,30
qwen2.5:3b,1779,20
qwen2.5:3b,1780,30
qwen2.5:3b,1781,40
qwen2.5:3b,1782,16
qwen2.5:3b,1783,20
qwen2.5:3b,1784,27
qwen2.5:3b,1785,27
qwen2.5:3b,1786,100
qwen2.5:3b,1787,74
qwen2.5:3b,1788,14
qwen2.5:3b,1789,37
qwen2.5:3b,1790,0
qwen2.5:3b,1791,42
qwen2.5:3b,1792,70
qwen2.5:3b,1793,100
qwen2.5:3b,1794,55
qwen2.5:3b,1795,99
qwen2.5:3b,1796,78
qwen2.5:3b,1797,80
qwen2.5:3b,1798,25
qwen2.5:3b,1799,90
qwen2.5:3b,1800,7
qwen2.5:3b,1801,57
qwen2.5:3b,1802,20
qwen2.5:3b,1803,47
qwen2.5:3b,1804,47
qwen2.5:3b,1805,100
qwen2.5:3b,1806,45
qwen2.5:3b,1807,13
qwen2.5:3b,1808,24
qwen2.5:3b,1809,100
qwen2.5:3b,1810,21
qwen2.5:3b,1811,80
qwen2.5:3b,1812,15
qwen2.5:3b,1813,70
qwen2.5:3b,1814,75
qwen2.5:3b,1815,70
qwen2.5:3b,1816,87
qwen2.5:3b,1817,100
qwen2.5:3b,1818,100
qwen2.5:3b,1819,47
qwen2.5:3b,1820,100
qwen2.5:3b,1821,21
qwen2.5:3b,1822,20
qwen2.5:3b,1823,87
qwen2.5:3b,1824,100
qwen2.5:3b,1825,15
qwen2.5:3b,1826,90
qwen2.5:3b,1827,30
qwen2.5:3b,1828,47
qwen2.5:3b,1829,10
qwen2.5:3b,1830,21
qwen2.5:3b,1831,67
qwen2.5:3b,1832,80
qwen2.5:3b,1833,100
qwen2.5:3b,1834,90
qwen2.5:3b,1835,15
qwen2.5:3b,1836,27
qwen2.5:3b,1837,100
qwen2.5:3b,1838,100
qwen2.5:3b,1839,14
qwen2.5:3b,1840,70
qwen2.5:3b,1841,75
qwen2.5:3b,1842,10
qwen2.5:3b,1843,100
qwen2.5:3b,1844,70
qwen2.5:3b,1845,70
qwen2.5:3b,1846,100
qwen2.5:3b,1847,80
qwen2.5:3b,1848,15
qwen2.5:3b,1849,100
qwen2.5:3b,1850,17
qwen2.5:3b,1851,14
qwen2.5:3b,1852,40
qwen2.5:3b,1853,30
qwen2.5:3b,1854,27
qwen2.5:3b,1855,70
qwen2.5:3b,1856,37
qwen2.5:3b,1857,14
qwen2.5:3b,1858,100
qwen2.5:3b,1859,65
qwen2.5:3b,1860,47
qwen2.5:3b,1861,80
qwen2.5:3b,1862,80
qwen2.5:3b,1863,50
qwen2.5:3b,1864,47
qwen2.5:3b,1865,100
qwen2.5:3b,1866,37
qwen2.5:3b,1867,50
qwen2.5:3b,1868,90
qwen2.5:3b,1869,100
qwen2.5:3b,1870,37
qwen2.5:3b,1871,21
qwen2.5:3b,1872,100
qwen2.5:3b,1873,91
qwen2.5:3b,1874,37
qwen2.5:3b,1875,100
qwen2.5:3b,1876,47
qwen2.5:3b,1877,31
qwen2.5:3b,1878,57
qwen2.5:3b,1879,80
qwen2.5:3b,1880,20
qwen2.5:3b,1881,100
qwen2.5:3b,1882,100
qwen2.5:3b,1883,57
qwen2.5:3b,1884,37
qwen2.5:3b,1885,80
qwen2.5:3b,1886,100
qwen2.5:3b,1887,10
qwen2.5:3b,1888,15
qwen2.5:3b,1889,37
qwen2.5:3b,1890,21
qwen2.5:3b,1891,30
qwen2.5:3b,1892,30
qwen2.5:3b,1893,100
qwen2.5:3b,1894,85
qwen2.5:3b,1895,0
qwen2.5:3b,1896,49
qwen2.5:3b,1897,20
qwen2.5:3b,1898,87
qwen2.5:3b,1899,70
qwen2.5:3b,1900,100
qwen2.5:3b,1901,80
qwen2.5:3b,1902,37
qwen2.5:3b,1903,100
qwen2.5:3b,1904,100
qwen2.5:3b,1905,21
qwen2.5:3b,1906,37
qwen2.5:3b,1907,37
qwen2.5:3b,1908,70
qwen2.5:3b,1909,90
qwen2.5:3b,1910,76
qwen2.5:3b,1911,10
qwen2.5:3b,1912,30
qwen2.5:3b,1913,40
qwen2.5:3b,1914,30
qwen2.5:3b,1915,100
qwen2.5:3b,1916,100
qwen2.5:3b,1917,30
qwen2.5:3b,1918,30
qwen2.5:3b,1919,30
qwen2.5:3b,1920,15
qwen2.5:3b,1921,80
qwen2.5:3b,1922,23
qwen2.5:3b,1923,21
qwen2.5:3b,1924,18
qwen2.5:3b,1925,15
qwen2.5:3b,1926,70
qwen2.5:3b,1927,30
qwen2.5:3b,1928,10
qwen2.5:3b,1929,100
