llmModel,iteration,finalScore
llama3.2:3b,1069,80
llama3.2:3b,1070,72
llama3.2:3b,1071,86
llama3.2:3b,1072,72
llama3.2:3b,1073,98
llama3.2:3b,1074,20
llama3.2:3b,1075,80
llama3.2:3b,1076,75
llama3.2:3b,1077,100
llama3.2:3b,1078,99
llama3.2:3b,1079,78
llama3.2:3b,1080,97
llama3.2:3b,1081,100
llama3.2:3b,1082,90
llama3.2:3b,1083,84
llama3.2:3b,1084,80
llama3.2:3b,1085,0
llama3.2:3b,1086,72
llama3.2:3b,1087,45
llama3.2:3b,1088,85
llama3.2:3b,1089,85
llama3.2:3b,1090,80
llama3.2:3b,1091,40
llama3.2:3b,1092,14
llama3.2:3b,1093,85
llama3.2:3b,1094,90
llama3.2:3b,1095,87
llama3.2:3b,1096,80
llama3.2:3b,1097,89
llama3.2:3b,1098,97
llama3.2:3b,1099,89
llama3.2:3b,1100,5
llama3.2:3b,1101,87
llama3.2:3b,1102,83
llama3.2:3b,1103,80
llama3.2:3b,1104,0
llama3.2:3b,1105,99
llama3.2:3b,1106,0
llama3.2:3b,1107,23
llama3.2:3b,1108,84
llama3.2:3b,1109,100
llama3.2:3b,1110,83
llama3.2:3b,1111,83
llama3.2:3b,1112,30
llama3.2:3b,1113,88
llama3.2:3b,1114,85
llama3.2:3b,1115,70
llama3.2:3b,1116,72
llama3.2:3b,1117,98
llama3.2:3b,1118,10
llama3.2:3b,1119,75
llama3.2:3b,1120,80
llama3.2:3b,1121,84
llama3.2:3b,1122,87
llama3.2:3b,1123,100
llama3.2:3b,1124,99
llama3.2:3b,1125,82
llama3.2:3b,1126,80
llama3.2:3b,1127,90
llama3.2:3b,1128,47
llama3.2:3b,1129,80
llama3.2:3b,1130,72
llama3.2:3b,1131,100
llama3.2:3b,1132,83
llama3.2:3b,1133,83
llama3.2:3b,1134,14
llama3.2:3b,1135,100
llama3.2:3b,1136,83
llama3.2:3b,1137,34
llama3.2:3b,1138,99
llama3.2:3b,1139,70
llama3.2:3b,1140,12
llama3.2:3b,1141,17
llama3.2:3b,1142,100
llama3.2:3b,1143,90
llama3.2:3b,1144,81
llama3.2:3b,1145,17
llama3.2:3b,1146,30
llama3.2:3b,1147,80
llama3.2:3b,1148,64
llama3.2:3b,1149,34
llama3.2:3b,1150,70
llama3.2:3b,1151,87
llama3.2:3b,1152,97
llama3.2:3b,1153,93
llama3.2:3b,1154,94
llama3.2:3b,1155,78
llama3.2:3b,1156,85
llama3.2:3b,1157,83
llama3.2:3b,1158,0
llama3.2:3b,1159,83
llama3.2:3b,1160,100
llama3.2:3b,1161,30
llama3.2:3b,1162,90
llama3.2:3b,1163,60
llama3.2:3b,1164,100
llama3.2:3b,1165,85
llama3.2:3b,1166,89
llama3.2:3b,1167,19
llama3.2:3b,1168,99
llama3.2:3b,1169,84
llama3.2:3b,1170,99
llama3.2:3b,1171,43
llama3.2:3b,1172,0
llama3.2:3b,1173,20
llama3.2:3b,1174,20
llama3.2:3b,1175,70
llama3.2:3b,1176,30
llama3.2:3b,1177,99
llama3.2:3b,1178,89
llama3.2:3b,1179,40
llama3.2:3b,1180,8
llama3.2:3b,1181,0
llama3.2:3b,1182,34
llama3.2:3b,1183,100
llama3.2:3b,1184,89
llama3.2:3b,1185,30
llama3.2:3b,1186,90
llama3.2:3b,1187,48
llama3.2:3b,1188,0
llama3.2:3b,1189,90
llama3.2:3b,1190,97
llama3.2:3b,1191,30
llama3.2:3b,1192,100
llama3.2:3b,1193,72
llama3.2:3b,1194,71
llama3.2:3b,1195,100
llama3.2:3b,1196,100
llama3.2:3b,1197,87
llama3.2:3b,1198,100
llama3.2:3b,1199,100
llama3.2:3b,1200,30
llama3.2:3b,1201,25
llama3.2:3b,1202,90
llama3.2:3b,1203,80
llama3.2:3b,1204,84
llama3.2:3b,1205,85
llama3.2:3b,1206,83
llama3.2:3b,1207,48
llama3.2:3b,1208,85
llama3.2:3b,1209,80
llama3.2:3b,1210,100
llama3.2:3b,1211,12
llama3.2:3b,1212,90
llama3.2:3b,1213,12
llama3.2:3b,1214,99
llama3.2:3b,1215,0
llama3.2:3b,1216,80
llama3.2:3b,1217,81
llama3.2:3b,1218,0
llama3.2:3b,1219,99
llama3.2:3b,1220,90
llama3.2:3b,1221,41
llama3.2:3b,1222,0
llama3.2:3b,1223,33
llama3.2:3b,1224,93
llama3.2:3b,1225,74
llama3.2:3b,1226,90
llama3.2:3b,1227,85
llama3.2:3b,1228,90
llama3.2:3b,1229,100
llama3.2:3b,1230,99
llama3.2:3b,1231,80
llama3.2:3b,1232,85
llama3.2:3b,1233,0
llama3.2:3b,1234,80
llama3.2:3b,1235,100
llama3.2:3b,1236,80
llama3.2:3b,1237,25
llama3.2:3b,1238,80
llama3.2:3b,1239,74
llama3.2:3b,1240,68
llama3.2:3b,1241,30
llama3.2:3b,1242,89
llama3.2:3b,1243,12
llama3.2:3b,1244,30
llama3.2:3b,1245,90
llama3.2:3b,1246,99
llama3.2:3b,1247,84
llama3.2:3b,1248,83
llama3.2:3b,1249,75
llama3.2:3b,1250,97
llama3.2:3b,1251,21
llama3.2:3b,1252,10
llama3.2:3b,1253,83
llama3.2:3b,1254,100
llama3.2:3b,1255,87
llama3.2:3b,1256,80
llama3.2:3b,1257,84
llama3.2:3b,1258,34
llama3.2:3b,1259,90
llama3.2:3b,1260,100
llama3.2:3b,1261,100
llama3.2:3b,1262,84
llama3.2:3b,1263,90
llama3.2:3b,1264,40
llama3.2:3b,1265,83
llama3.2:3b,1266,100
llama3.2:3b,1267,85
llama3.2:3b,1268,65
llama3.2:3b,1269,87
llama3.2:3b,1270,40
llama3.2:3b,1271,100
llama3.2:3b,1272,100
llama3.2:3b,1273,84
llama3.2:3b,1274,20
llama3.2:3b,1275,48
llama3.2:3b,1276,12
llama3.2:3b,1277,48
llama3.2:3b,1278,5
llama3.2:3b,1279,42
llama3.2:3b,1280,100
llama3.2:3b,1281,80
llama3.2:3b,1282,100
llama3.2:3b,1283,64
llama3.2:3b,1284,40
llama3.2:3b,1285,100
llama3.2:3b,1286,87
llama3.2:3b,1287,100
llama3.2:3b,1288,100
llama3.2:3b,1289,100
llama3.2:3b,1290,90
llama3.2:3b,1291,30
llama3.2:3b,1292,30
llama3.2:3b,1293,32
llama3.2:3b,1294,82
llama3.2:3b,1295,99
llama3.2:3b,1296,70
llama3.2:3b,1297,100
llama3.2:3b,1298,60
llama3.2:3b,1299,20
llama3.2:3b,1300,70
llama3.2:3b,1301,83
llama3.2:3b,1302,80
llama3.2:3b,1303,84
llama3.2:3b,1304,100
llama3.2:3b,1305,0
llama3.2:3b,1306,83
llama3.2:3b,1307,64
llama3.2:3b,1308,84
llama3.2:3b,1309,89
llama3.2:3b,1310,90
llama3.2:3b,1311,32
llama3.2:3b,1312,99
llama3.2:3b,1313,90
llama3.2:3b,1314,80
llama3.2:3b,1315,50
llama3.2:3b,1316,82
llama3.2:3b,1317,90
llama3.2:3b,1318,70
llama3.2:3b,1319,12
llama3.2:3b,1320,60
llama3.2:3b,1321,100
llama3.2:3b,1322,45
llama3.2:3b,1323,80
llama3.2:3b,1324,80
llama3.2:3b,1325,70
llama3.2:3b,1326,80
llama3.2:3b,1327,70
llama3.2:3b,1328,88
llama3.2:3b,1329,85
llama3.2:3b,1330,98
llama3.2:3b,1331,100
llama3.2:3b,1332,84
llama3.2:3b,1333,98
llama3.2:3b,1334,100
llama3.2:3b,1335,33
llama3.2:3b,1336,99
llama3.2:3b,1337,88
llama3.2:3b,1338,30
llama3.2:3b,1339,96
llama3.2:3b,1340,80
llama3.2:3b,1341,90
llama3.2:3b,1342,88
llama3.2:3b,1343,85
llama3.2:3b,1344,70
llama3.2:3b,1345,85
llama3.2:3b,1346,30
llama3.2:3b,1347,89
llama3.2:3b,1348,14
llama3.2:3b,1349,100
llama3.2:3b,1350,100
llama3.2:3b,1351,24
llama3.2:3b,1352,88
llama3.2:3b,1353,23
llama3.2:3b,1354,18
llama3.2:3b,1355,94
llama3.2:3b,1356,93
llama3.2:3b,1357,99
llama3.2:3b,1358,100
llama3.2:3b,1359,88
llama3.2:3b,1360,0
llama3.2:3b,1361,92
llama3.2:3b,1362,83
llama3.2:3b,1363,0
llama3.2:3b,1364,100
llama3.2:3b,1365,30
llama3.2:3b,1366,17
llama3.2:3b,1367,100
llama3.2:3b,1368,100
llama3.2:3b,1369,70
llama3.2:3b,1370,84
llama3.2:3b,1371,0
llama3.2:3b,1372,70
llama3.2:3b,1373,100
llama3.2:3b,1374,84
llama3.2:3b,1375,100
llama3.2:3b,1376,85
llama3.2:3b,1377,100
llama3.2:3b,1378,30
llama3.2:3b,1379,48
llama3.2:3b,1380,24
llama3.2:3b,1381,0
llama3.2:3b,1382,80
llama3.2:3b,1383,85
llama3.2:3b,1384,15
llama3.2:3b,1385,84
llama3.2:3b,1386,87
llama3.2:3b,1387,95
llama3.2:3b,1388,40
llama3.2:3b,1389,87
llama3.2:3b,1390,43
llama3.2:3b,1391,85
llama3.2:3b,1392,99
llama3.2:3b,1393,83
llama3.2:3b,1394,0
llama3.2:3b,1395,89
llama3.2:3b,1396,85
llama3.2:3b,1397,88
llama3.2:3b,1398,100
llama3.2:3b,1399,87
llama3.2:3b,1400,32
llama3.2:3b,1401,30
llama3.2:3b,1402,30
llama3.2:3b,1403,72
llama3.2:3b,1404,90
llama3.2:3b,1405,48
llama3.2:3b,1406,87
llama3.2:3b,1407,30
llama3.2:3b,1408,70
llama3.2:3b,1409,89
llama3.2:3b,1410,83
llama3.2:3b,1411,76
llama3.2:3b,1412,19
llama3.2:3b,1413,90
llama3.2:3b,1414,90
llama3.2:3b,1415,85
llama3.2:3b,1416,58
llama3.2:3b,1417,87
llama3.2:3b,1418,40
llama3.2:3b,1419,40
llama3.2:3b,1420,70
llama3.2:3b,1421,70
llama3.2:3b,1422,95
llama3.2:3b,1423,72
llama3.2:3b,1424,100
llama3.2:3b,1425,82
llama3.2:3b,1426,80
llama3.2:3b,1427,100
llama3.2:3b,1428,43
llama3.2:3b,1429,48
llama3.2:3b,1430,100
llama3.2:3b,1431,30
llama3.2:3b,1432,97
llama3.2:3b,1433,64
llama3.2:3b,1434,100
llama3.2:3b,1435,73
llama3.2:3b,1436,80
llama3.2:3b,1437,64
llama3.2:3b,1438,80
llama3.2:3b,1439,23
llama3.2:3b,1440,90
llama3.2:3b,1441,15
llama3.2:3b,1442,34
llama3.2:3b,1443,100
llama3.2:3b,1444,93
llama3.2:3b,1445,70
llama3.2:3b,1446,10
llama3.2:3b,1447,85
llama3.2:3b,1448,75
llama3.2:3b,1449,80
llama3.2:3b,1450,100
llama3.2:3b,1451,83
llama3.2:3b,1452,30
llama3.2:3b,1453,97
llama3.2:3b,1454,85
llama3.2:3b,1455,83
llama3.2:3b,1456,84
llama3.2:3b,1457,73
llama3.2:3b,1458,81
llama3.2:3b,1459,87
llama3.2:3b,1460,90
llama3.2:3b,1461,83
llama3.2:3b,1462,83
llama3.2:3b,1463,84
llama3.2:3b,1464,83
llama3.2:3b,1465,24
llama3.2:3b,1466,87
llama3.2:3b,1467,97
llama3.2:3b,1468,40
llama3.2:3b,1469,89
llama3.2:3b,1470,83
llama3.2:3b,1471,83
llama3.2:3b,1472,99
llama3.2:3b,1473,80
llama3.2:3b,1474,90
llama3.2:3b,1475,88
llama3.2:3b,1476,99
llama3.2:3b,1477,85
llama3.2:3b,1478,20
llama3.2:3b,1479,84
llama3.2:3b,1480,83
llama3.2:3b,1481,80
llama3.2:3b,1482,80
llama3.2:3b,1483,47
llama3.2:3b,1484,100
llama3.2:3b,1485,80
llama3.2:3b,1486,30
llama3.2:3b,1487,10
llama3.2:3b,1488,93
llama3.2:3b,1489,87
llama3.2:3b,1490,72
llama3.2:3b,1491,17
llama3.2:3b,1492,50
llama3.2:3b,1493,97
llama3.2:3b,1494,0
llama3.2:3b,1495,20
llama3.2:3b,1496,100
llama3.2:3b,1497,100
llama3.2:3b,1498,100
llama3.2:3b,1499,30
llama3.2:3b,1500,85
llama3.2:3b,1501,8
llama3.2:3b,1502,73
llama3.2:3b,1503,89
llama3.2:3b,1504,50
llama3.2:3b,1505,88
llama3.2:3b,1506,14
llama3.2:3b,1507,70
llama3.2:3b,1508,95
llama3.2:3b,1509,100
llama3.2:3b,1510,0
llama3.2:3b,1511,100
llama3.2:3b,1512,81
llama3.2:3b,1513,40
llama3.2:3b,1514,85
llama3.2:3b,1515,83
llama3.2:3b,1516,99
llama3.2:3b,1517,5
llama3.2:3b,1518,72
llama3.2:3b,1519,100
llama3.2:3b,1520,80
llama3.2:3b,1521,64
llama3.2:3b,1522,87
llama3.2:3b,1523,85
llama3.2:3b,1524,100
llama3.2:3b,1525,100
llama3.2:3b,1526,30
llama3.2:3b,1527,100
llama3.2:3b,1528,80
llama3.2:3b,1529,70
llama3.2:3b,1530,100
llama3.2:3b,1531,40
llama3.2:3b,1532,87
llama3.2:3b,1533,100
llama3.2:3b,1534,84
llama3.2:3b,1535,89
llama3.2:3b,1536,45
llama3.2:3b,1537,8
llama3.2:3b,1538,83
llama3.2:3b,1539,100
llama3.2:3b,1540,88
llama3.2:3b,1541,100
llama3.2:3b,1542,83
llama3.2:3b,1543,21
llama3.2:3b,1544,74
llama3.2:3b,1545,90
llama3.2:3b,1546,85
llama3.2:3b,1547,32
llama3.2:3b,1548,23
llama3.2:3b,1549,80
llama3.2:3b,1550,97
llama3.2:3b,1551,83
llama3.2:3b,1552,82
llama3.2:3b,1553,0
llama3.2:3b,1554,100
llama3.2:3b,1555,85
llama3.2:3b,1556,12
llama3.2:3b,1557,100
llama3.2:3b,1558,95
llama3.2:3b,1559,87
llama3.2:3b,1560,100
llama3.2:3b,1561,5
llama3.2:3b,1562,12
llama3.2:3b,1563,88
llama3.2:3b,1564,0
llama3.2:3b,1565,90
llama3.2:3b,1566,89
llama3.2:3b,1567,90
llama3.2:3b,1568,84
llama3.2:3b,1569,99
llama3.2:3b,1570,20
llama3.2:3b,1571,87
llama3.2:3b,1572,85
llama3.2:3b,1573,100
llama3.2:3b,1574,85
llama3.2:3b,1575,4
llama3.2:3b,1576,87
llama3.2:3b,1577,80
llama3.2:3b,1578,12
llama3.2:3b,1579,84
llama3.2:3b,1580,42
llama3.2:3b,1581,89
llama3.2:3b,1582,97
llama3.2:3b,1583,0
llama3.2:3b,1584,15
llama3.2:3b,1585,90
llama3.2:3b,1586,80
llama3.2:3b,1587,100
llama3.2:3b,1588,83
llama3.2:3b,1589,80
llama3.2:3b,1590,70
llama3.2:3b,1591,70
llama3.2:3b,1592,67
llama3.2:3b,1593,90
llama3.2:3b,1594,83
llama3.2:3b,1595,20
llama3.2:3b,1596,90
llama3.2:3b,1597,70
llama3.2:3b,1598,85
llama3.2:3b,1599,90
llama3.2:3b,1600,85
llama3.2:3b,1601,80
llama3.2:3b,1602,87
llama3.2:3b,1603,100
llama3.2:3b,1604,76
llama3.2:3b,1605,78
llama3.2:3b,1606,48
llama3.2:3b,1607,80
llama3.2:3b,1608,57
llama3.2:3b,1609,83
llama3.2:3b,1610,90
llama3.2:3b,1611,20
llama3.2:3b,1612,25
llama3.2:3b,1613,100
llama3.2:3b,1614,100
llama3.2:3b,1615,88
llama3.2:3b,1616,100
llama3.2:3b,1617,80
llama3.2:3b,1618,84
llama3.2:3b,1619,83
llama3.2:3b,1620,20
llama3.2:3b,1621,89
llama3.2:3b,1622,0
llama3.2:3b,1623,100
llama3.2:3b,1624,97
llama3.2:3b,1625,25
llama3.2:3b,1626,73
llama3.2:3b,1627,84
llama3.2:3b,1628,64
llama3.2:3b,1629,100
llama3.2:3b,1630,48
llama3.2:3b,1631,83
llama3.2:3b,1632,80
llama3.2:3b,1633,100
llama3.2:3b,1634,83
llama3.2:3b,1635,70
llama3.2:3b,1636,78
llama3.2:3b,1637,20
llama3.2:3b,1638,79
llama3.2:3b,1639,57
llama3.2:3b,1640,5
llama3.2:3b,1641,97
llama3.2:3b,1642,45
llama3.2:3b,1643,79
llama3.2:3b,1644,80
llama3.2:3b,1645,87
llama3.2:3b,1646,74
llama3.2:3b,1647,90
llama3.2:3b,1648,24
llama3.2:3b,1649,69
llama3.2:3b,1650,79
llama3.2:3b,1651,83
llama3.2:3b,1652,97
llama3.2:3b,1653,98
llama3.2:3b,1654,0
llama3.2:3b,1655,83
llama3.2:3b,1656,74
llama3.2:3b,1657,85
llama3.2:3b,1658,12
llama3.2:3b,1659,50
llama3.2:3b,1660,30
llama3.2:3b,1661,47
llama3.2:3b,1662,89
llama3.2:3b,1663,90
llama3.2:3b,1664,55
llama3.2:3b,1665,85
llama3.2:3b,1666,83
llama3.2:3b,1667,83
llama3.2:3b,1668,100
llama3.2:3b,1669,84
llama3.2:3b,1670,90
llama3.2:3b,1671,85
llama3.2:3b,1672,84
llama3.2:3b,1673,83
llama3.2:3b,1674,30
llama3.2:3b,1675,34
llama3.2:3b,1676,81
llama3.2:3b,1677,24
llama3.2:3b,1678,78
llama3.2:3b,1679,100
llama3.2:3b,1680,43
llama3.2:3b,1681,87
llama3.2:3b,1682,83
llama3.2:3b,1683,98
llama3.2:3b,1684,24
llama3.2:3b,1685,0
llama3.2:3b,1686,89
llama3.2:3b,1687,0
llama3.2:3b,1688,84
llama3.2:3b,1689,14
llama3.2:3b,1690,80
llama3.2:3b,1691,85
llama3.2:3b,1692,88
llama3.2:3b,1693,80
llama3.2:3b,1694,83
llama3.2:3b,1695,82
llama3.2:3b,1696,40
llama3.2:3b,1697,88
llama3.2:3b,1698,88
llama3.2:3b,1699,70
llama3.2:3b,1700,100
llama3.2:3b,1701,89
llama3.2:3b,1702,34
llama3.2:3b,1703,89
llama3.2:3b,1704,80
llama3.2:3b,1705,85
llama3.2:3b,1706,80
llama3.2:3b,1707,85
llama3.2:3b,1708,88
llama3.2:3b,1709,88
llama3.2:3b,1710,90
llama3.2:3b,1711,83
llama3.2:3b,1712,13
llama3.2:3b,1713,88
llama3.2:3b,1714,30
llama3.2:3b,1715,79
llama3.2:3b,1716,87
llama3.2:3b,1717,40
llama3.2:3b,1718,85
llama3.2:3b,1719,89
llama3.2:3b,1720,80
llama3.2:3b,1721,14
llama3.2:3b,1722,23
llama3.2:3b,1723,100
llama3.2:3b,1724,78
llama3.2:3b,1725,89
llama3.2:3b,1726,79
llama3.2:3b,1727,100
llama3.2:3b,1728,0
llama3.2:3b,1729,72
llama3.2:3b,1730,83
llama3.2:3b,1731,99
llama3.2:3b,1732,68
llama3.2:3b,1733,30
llama3.2:3b,1734,89
llama3.2:3b,1735,25
llama3.2:3b,1736,40
llama3.2:3b,1737,100
llama3.2:3b,1738,70
llama3.2:3b,1739,100
llama3.2:3b,1740,100
llama3.2:3b,1741,0
llama3.2:3b,1742,12
llama3.2:3b,1743,85
llama3.2:3b,1744,80
llama3.2:3b,1745,85
llama3.2:3b,1746,34
llama3.2:3b,1747,83
llama3.2:3b,1748,43
llama3.2:3b,1749,72
llama3.2:3b,1750,100
llama3.2:3b,1751,87
llama3.2:3b,1752,84
llama3.2:3b,1753,89
llama3.2:3b,1754,50
llama3.2:3b,1755,100
llama3.2:3b,1756,88
llama3.2:3b,1757,90
llama3.2:3b,1758,23
llama3.2:3b,1759,30
llama3.2:3b,1760,40
llama3.2:3b,1761,0
llama3.2:3b,1762,48
llama3.2:3b,1763,10
llama3.2:3b,1764,83
llama3.2:3b,1765,100
llama3.2:3b,1766,98
llama3.2:3b,1767,100
llama3.2:3b,1768,97
llama3.2:3b,1769,98
llama3.2:3b,1770,100
llama3.2:3b,1771,96
llama3.2:3b,1772,42
llama3.2:3b,1773,97
llama3.2:3b,1774,24
llama3.2:3b,1775,83
llama3.2:3b,1776,100
llama3.2:3b,1777,40
llama3.2:3b,1778,64
llama3.2:3b,1779,80
llama3.2:3b,1780,14
llama3.2:3b,1781,99
llama3.2:3b,1782,5
llama3.2:3b,1783,85
llama3.2:3b,1784,80
llama3.2:3b,1785,89
llama3.2:3b,1786,85
llama3.2:3b,1787,89
llama3.2:3b,1788,74
llama3.2:3b,1789,79
llama3.2:3b,1790,100
llama3.2:3b,1791,100
llama3.2:3b,1792,85
llama3.2:3b,1793,100
llama3.2:3b,1794,99
llama3.2:3b,1795,17
llama3.2:3b,1796,100
llama3.2:3b,1797,100
llama3.2:3b,1798,20
llama3.2:3b,1799,100
llama3.2:3b,1800,83
llama3.2:3b,1801,70
llama3.2:3b,1802,65
llama3.2:3b,1803,84
llama3.2:3b,1804,83
llama3.2:3b,1805,12
llama3.2:3b,1806,86
llama3.2:3b,1807,87
llama3.2:3b,1808,99
llama3.2:3b,1809,87
llama3.2:3b,1810,89
llama3.2:3b,1811,43
llama3.2:3b,1812,40
llama3.2:3b,1813,84
llama3.2:3b,1814,0
llama3.2:3b,1815,99
llama3.2:3b,1816,75
llama3.2:3b,1817,34
llama3.2:3b,1818,0
llama3.2:3b,1819,80
llama3.2:3b,1820,83
llama3.2:3b,1821,83
llama3.2:3b,1822,43
llama3.2:3b,1823,0
llama3.2:3b,1824,33
llama3.2:3b,1825,87
llama3.2:3b,1826,33
llama3.2:3b,1827,88
llama3.2:3b,1828,100
llama3.2:3b,1829,99
llama3.2:3b,1830,70
llama3.2:3b,1831,100
llama3.2:3b,1832,20
llama3.2:3b,1833,88
llama3.2:3b,1834,34
llama3.2:3b,1835,80
llama3.2:3b,1836,80
llama3.2:3b,1837,87
llama3.2:3b,1838,94
llama3.2:3b,1839,40
llama3.2:3b,1840,89
llama3.2:3b,1841,48
llama3.2:3b,1842,40
llama3.2:3b,1843,72
llama3.2:3b,1844,87
llama3.2:3b,1845,95
llama3.2:3b,1846,80
llama3.2:3b,1847,80
llama3.2:3b,1848,93
llama3.2:3b,1849,80
llama3.2:3b,1850,85
llama3.2:3b,1851,85
llama3.2:3b,1852,85
llama3.2:3b,1853,80
llama3.2:3b,1854,85
llama3.2:3b,1855,85
llama3.2:3b,1856,100
llama3.2:3b,1857,82
llama3.2:3b,1858,25
llama3.2:3b,1859,100
llama3.2:3b,1860,87
llama3.2:3b,1861,50
llama3.2:3b,1862,21
llama3.2:3b,1863,82
llama3.2:3b,1864,88
llama3.2:3b,1865,85
llama3.2:3b,1866,0
llama3.2:3b,1867,85
llama3.2:3b,1868,97
llama3.2:3b,1869,99
llama3.2:3b,1870,80
llama3.2:3b,1871,80
llama3.2:3b,1872,17
llama3.2:3b,1873,21
llama3.2:3b,1874,90
llama3.2:3b,1875,70
llama3.2:3b,1876,45
llama3.2:3b,1877,98
llama3.2:3b,1878,81
llama3.2:3b,1879,68
llama3.2:3b,1880,41
llama3.2:3b,1881,14
llama3.2:3b,1882,81
llama3.2:3b,1883,67
llama3.2:3b,1884,43
llama3.2:3b,1885,87
llama3.2:3b,1886,83
llama3.2:3b,1887,74
llama3.2:3b,1888,80
llama3.2:3b,1889,97
llama3.2:3b,1890,90
llama3.2:3b,1891,100
llama3.2:3b,1892,90
llama3.2:3b,1893,76
llama3.2:3b,1894,80
llama3.2:3b,1895,32
llama3.2:3b,1896,84
llama3.2:3b,1897,83
llama3.2:3b,1898,87
llama3.2:3b,1899,32
llama3.2:3b,1900,100
llama3.2:3b,1901,70
llama3.2:3b,1902,72
llama3.2:3b,1903,88
llama3.2:3b,1904,88
llama3.2:3b,1905,83
llama3.2:3b,1906,80
llama3.2:3b,1907,30
llama3.2:3b,1908,65
llama3.2:3b,1909,83
llama3.2:3b,1910,20
llama3.2:3b,1911,85
llama3.2:3b,1912,50
llama3.2:3b,1913,89
llama3.2:3b,1914,0
llama3.2:3b,1915,83
llama3.2:3b,1916,20
llama3.2:3b,1917,87
llama3.2:3b,1918,93
llama3.2:3b,1919,80
llama3.2:3b,1920,80
llama3.2:3b,1921,90
llama3.2:3b,1922,97
llama3.2:3b,1923,85
llama3.2:3b,1924,84
llama3.2:3b,1925,85
llama3.2:3b,1926,79
llama3.2:3b,1927,0
llama3.2:3b,1928,80
llama3.2:3b,1929,90
llama3.2:3b,1930,80
llama3.2:3b,1931,88
llama3.2:3b,1932,70
llama3.2:3b,1933,32
llama3.2:3b,1934,100
llama3.2:3b,1935,30
llama3.2:3b,1936,37
llama3.2:3b,1937,83
llama3.2:3b,1938,40
llama3.2:3b,1939,87
llama3.2:3b,1940,89
llama3.2:3b,1941,98
llama3.2:3b,1942,85
llama3.2:3b,1943,60
llama3.2:3b,1944,60
llama3.2:3b,1945,83
llama3.2:3b,1946,91
llama3.2:3b,1947,85
llama3.2:3b,1948,80
llama3.2:3b,1949,100
llama3.2:3b,1950,100
llama3.2:3b,1951,100
llama3.2:3b,1952,100
llama3.2:3b,1953,0
llama3.2:3b,1954,95
llama3.2:3b,1955,72
llama3.2:3b,1956,88
llama3.2:3b,1957,70
llama3.2:3b,1958,98
llama3.2:3b,1959,72
llama3.2:3b,1960,88
llama3.2:3b,1961,87
llama3.2:3b,1962,83
llama3.2:3b,1963,30
llama3.2:3b,1964,83
llama3.2:3b,1965,70
llama3.2:3b,1966,80
llama3.2:3b,1967,15
llama3.2:3b,1968,87
llama3.2:3b,1969,84
llama3.2:3b,1970,19
llama3.2:3b,1971,100
llama3.2:3b,1972,87
llama3.2:3b,1973,84
llama3.2:3b,1974,89
llama3.2:3b,1975,42
llama3.2:3b,1976,100
llama3.2:3b,1977,100
llama3.2:3b,1978,100
llama3.2:3b,1979,65
llama3.2:3b,1980,98
llama3.2:3b,1981,83
llama3.2:3b,1982,57
llama3.2:3b,1983,43
llama3.2:3b,1984,83
llama3.2:3b,1985,24
llama3.2:3b,1986,90
llama3.2:3b,1987,17
llama3.2:3b,1988,97
llama3.2:3b,1989,80
llama3.2:3b,1990,85
llama3.2:3b,1991,0
llama3.2:3b,1992,42
llama3.2:3b,1993,85
llama3.2:3b,1994,33
llama3.2:3b,1995,87
llama3.2:3b,1996,30
llama3.2:3b,1997,90
llama3.2:3b,1998,45
llama3.2:3b,1999,78
