llmModel,iteration,score
qwen2.5:3b,816,170
qwen2.5:3b,817,140
qwen2.5:3b,818,87
qwen2.5:3b,819,20
qwen2.5:3b,820,100
qwen2.5:3b,821,107
qwen2.5:3b,822,82
qwen2.5:3b,823,160
qwen2.5:3b,824,90
qwen2.5:3b,825,60
qwen2.5:3b,826,37
qwen2.5:3b,827,130
qwen2.5:3b,828,47
qwen2.5:3b,829,20
qwen2.5:3b,830,47
qwen2.5:3b,831,30
qwen2.5:3b,832,82
qwen2.5:3b,833,82
qwen2.5:3b,834,57
qwen2.5:3b,835,89
qwen2.5:3b,836,47
qwen2.5:3b,837,130
qwen2.5:3b,838,27
qwen2.5:3b,839,47
qwen2.5:3b,840,47
qwen2.5:3b,841,70
qwen2.5:3b,842,70
qwen2.5:3b,843,123
qwen2.5:3b,844,20
qwen2.5:3b,845,90
qwen2.5:3b,846,100
qwen2.5:3b,847,10
qwen2.5:3b,848,120
qwen2.5:3b,849,14
qwen2.5:3b,850,70
qwen2.5:3b,851,14
qwen2.5:3b,852,20
qwen2.5:3b,853,13
qwen2.5:3b,854,80
qwen2.5:3b,855,40
qwen2.5:3b,856,16
qwen2.5:3b,857,13
qwen2.5:3b,858,14
qwen2.5:3b,859,14
qwen2.5:3b,860,95
qwen2.5:3b,861,100
qwen2.5:3b,862,87
qwen2.5:3b,863,170
qwen2.5:3b,864,"It looks like you intended to continue with providing examples or further details on how to use the constants from the FreeType library, but there were some cut-offs in the middle of sentences. Let's ensure we complete the explanations clearly and accurately.

### capabilities:
- **Purpose**: Defines the features supported by the font.
- **Usage**:
  - Determines if certain operations (like subsetting, hinting) are available for use with a specific font.
- **Examples**:
  - `FT_HAS_FIXED_WIDTH`: Checks if the font has fixed-width characters.
  - `FT_HAS_HORIZONTAL_FUTURITY`: Indicates if horizontal features (such as ligatures, kerning) are supported.

#### Example Usage in C:

```c
#include <ft2build.h>
#include FT_FREETYPE_H

// Assuming _face is a valid FT_Face pointer and _size is the requested point size

FT_Error status;
FT_Face face = NULL;

if ((status = FT_Get_Face(face, 0, _size, &face)) != ft_error_none) {
    // handle error
}

bool has_fixed_width = (face->flags & FT_HAS_FIXED_WIDTH) ? true : false;
bool horizontal_features_supported = (face->flags & FT_HAS_HORIZONTAL_FUTURITY) ? true : false;

printf(""Font has fixed-width characters: %s\n"", has_fixed_width ? ""Yes"" : ""No"");
printf(""Horizontal features supported: %s\n"", horizontal_features_supported ? ""Yes"" : ""No"");
```

### vendor_info:
- **Purpose**: Provides information about the font library or its author/developer.
- **Usage**:
  - Identifies the name of the library and any additional context (e.g., version, URL).
- **Examples**:
  - `FT_VENDOR_NAME`: Retrieves the name of the library's developer.
  - `FT_VENDOR_URL`: Provides a URL where users can find more information about the font library.

#### Example Usage in C:

```c
#include <ft2build.h>
#include FT_FREETYPE_H

// Assuming _face is a valid FT_Face pointer and _size is the requested point size

FT_Error status;
FT_Face face = NULL;

if ((status = FT_Get_Face(face, 0, _size, &face)) != ft_error_none) {
    // handle error
}

const char *library_name = (char *)FT_Get_Vendor_Name(face);
const char *library_url = (char *)FT_Get_Vendor_URL(face);

printf(""Library Name: %s\n"", library_name ? library_name : ""Unknown"");
printf(""URL for more information: %s\n"", library_url ? library_url : ""https://example.com/"");
```

### Summary:
- **capabilities**: Used to determine the features available for use with a specific font. For example, you might check if a font supports fixed-width characters or horizontal features like ligatures and kerning.
- **vendor_info**: Provides additional context about the library or its author/developer. This includes details such as the name of the developer and where users can find more information about the library.

Both `capabilities` and `vendor_info` are essential for providing comprehensive support and context in a font library. They help applications understand what operations are available with a particular font and offer additional information about the library itself.

If you have any specific questions or need further details on how to use these functions, please let me know! 😊
"
qwen2.5:3b,865,97
qwen2.5:3b,866,23
qwen2.5:3b,867,57
qwen2.5:3b,868,80
qwen2.5:3b,869,21
qwen2.5:3b,870,140
qwen2.5:3b,871,14
qwen2.5:3b,872,27
qwen2.5:3b,873,24
qwen2.5:3b,874,21
qwen2.5:3b,875,60
qwen2.5:3b,876,57
qwen2.5:3b,877,30
qwen2.5:3b,878,130
qwen2.5:3b,879,30
qwen2.5:3b,880,30
qwen2.5:3b,881,40
qwen2.5:3b,882,120
qwen2.5:3b,883,30
qwen2.5:3b,884,30
qwen2.5:3b,885,27
qwen2.5:3b,886,70
qwen2.5:3b,887,37
qwen2.5:3b,888,15
qwen2.5:3b,889,30
qwen2.5:3b,890,10
qwen2.5:3b,891,10
qwen2.5:3b,892,130
qwen2.5:3b,893,100
qwen2.5:3b,894,70
qwen2.5:3b,895,30
qwen2.5:3b,896,40
qwen2.5:3b,897,30
qwen2.5:3b,898,70
qwen2.5:3b,899,40
qwen2.5:3b,900,30
qwen2.5:3b,901,140
qwen2.5:3b,902,37
qwen2.5:3b,903,70
qwen2.5:3b,904,80
qwen2.5:3b,905,40
qwen2.5:3b,906,21
qwen2.5:3b,907,25
qwen2.5:3b,908,15
qwen2.5:3b,909,27
qwen2.5:3b,910,70
qwen2.5:3b,911,30
qwen2.5:3b,912,90
qwen2.5:3b,913,60
qwen2.5:3b,914,20
qwen2.5:3b,915,27
qwen2.5:3b,916,15
qwen2.5:3b,917,80
qwen2.5:3b,918,30
qwen2.5:3b,919,47
qwen2.5:3b,920,47
qwen2.5:3b,921,127
qwen2.5:3b,922,50
qwen2.5:3b,923,140
qwen2.5:3b,924,13
qwen2.5:3b,925,70
qwen2.5:3b,926,167
qwen2.5:3b,927,40
qwen2.5:3b,928,40
qwen2.5:3b,929,17
qwen2.5:3b,930,57
qwen2.5:3b,931,17
qwen2.5:3b,932,47
qwen2.5:3b,933,80
qwen2.5:3b,934,65
qwen2.5:3b,935,40
qwen2.5:3b,936,37
qwen2.5:3b,937,37
qwen2.5:3b,938,30
qwen2.5:3b,939,130
qwen2.5:3b,940,12345
qwen2.5:3b,941,123456789
qwen2.5:3b,942,140
qwen2.5:3b,943,170
qwen2.5:3b,944,47
qwen2.5:3b,945,80
qwen2.5:3b,946,107
qwen2.5:3b,947,69
qwen2.5:3b,948,47
qwen2.5:3b,949,85
qwen2.5:3b,950,170
qwen2.5:3b,951,82
qwen2.5:3b,952,80
qwen2.5:3b,953,70
qwen2.5:3b,954,90
qwen2.5:3b,955,20
qwen2.5:3b,956,60
qwen2.5:3b,957,40
qwen2.5:3b,958,16
qwen2.5:3b,959,100
qwen2.5:3b,960,125
qwen2.5:3b,961,421
qwen2.5:3b,962,100
qwen2.5:3b,963,100
qwen2.5:3b,964,89
qwen2.5:3b,965,17
qwen2.5:3b,966,120
qwen2.5:3b,967,60
qwen2.5:3b,968,100
qwen2.5:3b,969,90
qwen2.5:3b,970,120
qwen2.5:3b,971,15
qwen2.5:3b,972,14
qwen2.5:3b,973,10
qwen2.5:3b,974,30
qwen2.5:3b,975,70
qwen2.5:3b,976,100
qwen2.5:3b,977,21
qwen2.5:3b,978,5
qwen2.5:3b,979,37
qwen2.5:3b,980,140
qwen2.5:3b,981,100
qwen2.5:3b,982,10
qwen2.5:3b,983,21
qwen2.5:3b,984,123
qwen2.5:3b,985,37
qwen2.5:3b,986,20
qwen2.5:3b,987,100
qwen2.5:3b,988,30
qwen2.5:3b,989,16
qwen2.5:3b,990,170
qwen2.5:3b,991,14
qwen2.5:3b,992,80
qwen2.5:3b,993,170
qwen2.5:3b,994,30
qwen2.5:3b,995,70
qwen2.5:3b,996,21
qwen2.5:3b,997,20
qwen2.5:3b,998,37
qwen2.5:3b,999,25
qwen2.5:3b,1000,10
qwen2.5:3b,1001,70
qwen2.5:3b,1002,18
qwen2.5:3b,1003,86
qwen2.5:3b,1004,16
qwen2.5:3b,1005,159
qwen2.5:3b,1006,127
qwen2.5:3b,1007,30
qwen2.5:3b,1008,70
qwen2.5:3b,1009,27
qwen2.5:3b,1010,70
qwen2.5:3b,1011,90
qwen2.5:3b,1012,100
qwen2.5:3b,1013,85
qwen2.5:3b,1014,10
qwen2.5:3b,1015,100
qwen2.5:3b,1016,170
qwen2.5:3b,1017,36
qwen2.5:3b,1018,15
qwen2.5:3b,1019,120
qwen2.5:3b,1020,17
qwen2.5:3b,1021,120
qwen2.5:3b,1022,47
qwen2.5:3b,1023,10
qwen2.5:3b,1024,47
qwen2.5:3b,1025,17
qwen2.5:3b,1026,165
qwen2.5:3b,1027,21
qwen2.5:3b,1028,70
qwen2.5:3b,1029,57
qwen2.5:3b,1030,80
qwen2.5:3b,1031,21
qwen2.5:3b,1032,42
qwen2.5:3b,1033,70
qwen2.5:3b,1034,72
qwen2.5:3b,1035,100
qwen2.5:3b,1036,170
qwen2.5:3b,1037,50
qwen2.5:3b,1038,92
qwen2.5:3b,1039,27
qwen2.5:3b,1040,20
qwen2.5:3b,1041,70
qwen2.5:3b,1042,60
qwen2.5:3b,1043,37
qwen2.5:3b,1044,90
qwen2.5:3b,1045,47
qwen2.5:3b,1046,130
qwen2.5:3b,1047,20
qwen2.5:3b,1048,40
qwen2.5:3b,1049,100
qwen2.5:3b,1050,20
qwen2.5:3b,1051,170
qwen2.5:3b,1052,98
qwen2.5:3b,1053,14
qwen2.5:3b,1054,40
qwen2.5:3b,1055,23
qwen2.5:3b,1056,42
qwen2.5:3b,1057,47
qwen2.5:3b,1058,14
qwen2.5:3b,1059,27
qwen2.5:3b,1060,20
qwen2.5:3b,1061,80
qwen2.5:3b,1062,21
qwen2.5:3b,1063,27
qwen2.5:3b,1064,27
qwen2.5:3b,1065,30
qwen2.5:3b,1066,25
qwen2.5:3b,1067,47
qwen2.5:3b,1068,60
qwen2.5:3b,1069,47
qwen2.5:3b,1070,37
qwen2.5:3b,1071,40
qwen2.5:3b,1072,160
qwen2.5:3b,1073,21
qwen2.5:3b,1074,20
qwen2.5:3b,1075,20
qwen2.5:3b,1076,16
qwen2.5:3b,1077,107
qwen2.5:3b,1078,30
qwen2.5:3b,1079,47
qwen2.5:3b,1080,70
qwen2.5:3b,1081,27
qwen2.5:3b,1082,80
qwen2.5:3b,1083,47
qwen2.5:3b,1084,21
qwen2.5:3b,1085,47
qwen2.5:3b,1086,70
qwen2.5:3b,1087,80
qwen2.5:3b,1088,80
qwen2.5:3b,1089,100
qwen2.5:3b,1090,170
qwen2.5:3b,1091,90
qwen2.5:3b,1092,100
qwen2.5:3b,1093,80
qwen2.5:3b,1094,25
qwen2.5:3b,1095,50
qwen2.5:3b,1096,27
qwen2.5:3b,1097,49
qwen2.5:3b,1098,130
qwen2.5:3b,1099,37
qwen2.5:3b,1100,170
qwen2.5:3b,1101,30
qwen2.5:3b,1102,15
qwen2.5:3b,1103,103
qwen2.5:3b,1104,27
qwen2.5:3b,1105,90
qwen2.5:3b,1106,27
qwen2.5:3b,1107,14
qwen2.5:3b,1108,37
qwen2.5:3b,1109,147
qwen2.5:3b,1110,77
qwen2.5:3b,1111,37
qwen2.5:3b,1112,30
qwen2.5:3b,1113,70
qwen2.5:3b,1114,160
qwen2.5:3b,1115,70
qwen2.5:3b,1116,170
qwen2.5:3b,1117,55
qwen2.5:3b,1118,30
qwen2.5:3b,1119,70
qwen2.5:3b,1120,37
qwen2.5:3b,1121,80
qwen2.5:3b,1122,30
qwen2.5:3b,1123,37
qwen2.5:3b,1124,107
qwen2.5:3b,1125,95
qwen2.5:3b,1126,25
qwen2.5:3b,1127,157
qwen2.5:3b,1128,70
qwen2.5:3b,1129,37
qwen2.5:3b,1130,20
qwen2.5:3b,1131,70
qwen2.5:3b,1132,70
qwen2.5:3b,1133,37
qwen2.5:3b,1134,70
qwen2.5:3b,1135,30
qwen2.5:3b,1136,210
qwen2.5:3b,1137,14
qwen2.5:3b,1138,18
qwen2.5:3b,1139,30
qwen2.5:3b,1140,70
qwen2.5:3b,1141,20
qwen2.5:3b,1142,70
qwen2.5:3b,1143,30
qwen2.5:3b,1144,37
qwen2.5:3b,1145,70
qwen2.5:3b,1146,16
qwen2.5:3b,1147,20
qwen2.5:3b,1148,21
qwen2.5:3b,1149,50
qwen2.5:3b,1150,70
qwen2.5:3b,1151,15
qwen2.5:3b,1152,24
qwen2.5:3b,1153,15
qwen2.5:3b,1154,20
qwen2.5:3b,1155,130
qwen2.5:3b,1156,16
qwen2.5:3b,1157,16
qwen2.5:3b,1158,15
qwen2.5:3b,1159,13
qwen2.5:3b,1160,170
qwen2.5:3b,1161,160
qwen2.5:3b,1162,82
qwen2.5:3b,1163,100
qwen2.5:3b,1164,70
qwen2.5:3b,1165,37
qwen2.5:3b,1166,140
qwen2.5:3b,1167,120
qwen2.5:3b,1168,70
qwen2.5:3b,1169,83
qwen2.5:3b,1170,147
qwen2.5:3b,1171,47
qwen2.5:3b,1172,14
qwen2.5:3b,1173,40
qwen2.5:3b,1174,16
qwen2.5:3b,1175,30
qwen2.5:3b,1176,90
qwen2.5:3b,1177,80
qwen2.5:3b,1178,57
qwen2.5:3b,1179,167
qwen2.5:3b,1180,30
qwen2.5:3b,1181,123
qwen2.5:3b,1182,50
qwen2.5:3b,1183,70
qwen2.5:3b,1184,170
qwen2.5:3b,1185,120
qwen2.5:3b,1186,21
qwen2.5:3b,1187,10
qwen2.5:3b,1188,42
qwen2.5:3b,1189,70
qwen2.5:3b,1190,170
qwen2.5:3b,1191,50
qwen2.5:3b,1192,27
qwen2.5:3b,1193,63
qwen2.5:3b,1194,130
qwen2.5:3b,1195,47
qwen2.5:3b,1196,30
qwen2.5:3b,1197,27
qwen2.5:3b,1198,0
qwen2.5:3b,1199,57
qwen2.5:3b,1200,70
qwen2.5:3b,1201,20
qwen2.5:3b,1202,10
qwen2.5:3b,1203,10
qwen2.5:3b,1204,17
qwen2.5:3b,1205,80
qwen2.5:3b,1206,20
qwen2.5:3b,1207,10
qwen2.5:3b,1208,70
qwen2.5:3b,1209,60
qwen2.5:3b,1210,160
qwen2.5:3b,1211,57
qwen2.5:3b,1212,140
qwen2.5:3b,1213,15
qwen2.5:3b,1214,140
qwen2.5:3b,1215,70
qwen2.5:3b,1216,15
qwen2.5:3b,1217,37
qwen2.5:3b,1218,140
qwen2.5:3b,1219,80
qwen2.5:3b,1220,70
qwen2.5:3b,1221,"It seems like you have a repetitive structure in your code snippet. The function `handle_unaligned_access` is being called multiple times with slight variations, such as different argument types and names (`regs`, `regs32`, etc.). This repetition could be reduced by using a loop or a switch-case statement.

Here's an example of how you might refactor the repeated calls to reduce redundancy:

### Using Loops
If the repeated calls are part of a larger loop structure, you can use a loop to call `handle_unaligned_access` instead of repeating it manually.

```c
#include <stdio.h>

// Assuming handle_unaligned_access is defined elsewhere

void handle_unaligned_access(struct pt_regs *regs) {
    // Implementation here
}

int main() {
    struct pt_regs regs;

    // Your code that sets up the registers and calls handle_unaligned_access

    for (int i = 0; i < num_iterations; ++i) {
        handle_unaligned_access(&regs);
    }

    return 0;
}
```

### Using a Switch-Case Statement
If you have different types of `regs` (e.g., `struct pt_regs`, `struct pt_regs32`, etc.), you can use a switch-case statement to dispatch the calls.

```c
#include <stdio.h>

// Assuming handle_unaligned_access is defined elsewhere

void handle_unaligned_access(struct pt_regs *regs) {
    // Implementation here
}

int main() {
    struct pt_regs regs;

    // Your code that sets up the registers and calls handle_unaligned_access

    switch (type_of_regs) {
        case PT_REGS:
            handle_unaligned_access(&regs);
            break;
        case PT_REGS32:
            handle_unaligned_access((struct pt_regs32 *)&regs);
            break;
        default:
            fprintf(stderr, ""Unknown type of registers\n"");
            return 1;
    }

    return 0;
}
```

In this example, the `type_of_regs` variable would be defined elsewhere to determine which case to use. You can extend the switch-case statement with additional cases for other types as needed.

### Simplifying Calls
If each call is essentially identical except for a minor difference (like passing different pointers), you might consider using macros or inline functions to simplify the code. However, this would depend on how complex these differences are and whether there's a specific benefit to doing so.

For instance:

```c
#define HANDLE_UNALIGNED_ACCESS(regs) handle_unaligned_access((regs))

HANDLE_UNALIGNED_ACCESS(&regs);
HANDLE_UNALIGNED_ACCESS(&regs32);
```

### Summary
The key points here are:
1. **Loops**: Reduce repetitive code by using loops.
2. **Switch-Case Statements**: Handle multiple variations of the same function call with a single switch statement.
3. **Macro Definitions**: Simplify calls if they're essentially identical except for minor differences.

You can choose the approach that best fits your specific situation and coding standards."
qwen2.5:3b,1222,5
qwen2.5:3b,1223,30
qwen2.5:3b,1224,100
qwen2.5:3b,1225,70
qwen2.5:3b,1226,130
qwen2.5:3b,1227,70
qwen2.5:3b,1228,20
qwen2.5:3b,1229,82
qwen2.5:3b,1230,130
qwen2.5:3b,1231,30
qwen2.5:3b,1232,53
qwen2.5:3b,1233,37
qwen2.5:3b,1234,37
qwen2.5:3b,1235,14
qwen2.5:3b,1236,70
qwen2.5:3b,1237,20
qwen2.5:3b,1238,87
qwen2.5:3b,1239,"你提供的代码已经很好地解决了原始代码中的逻辑循环问题，并增加了额外的控制流来确保不会无限循环。以下是进一步的具体改进：

1. **增加一个标志变量 `already_jumped` 来避免重复跳转**：
   - 这个变量用于记录是否已经在循环中了，防止多次触发错误处理逻辑。

2. **使用 `while` 循环结构来处理多次检查条件的情况**：
   - 确保每次循环检查条件并跳出循环时进行清理，以减少不必要的重复操作。

3. **通过添加额外的逻辑来处理不同的情况**：
   - 增加一些细节和错误处理机制，确保代码更加健壮和可靠。

下面是改进后的具体实现：

```c
bool already_jumped = false;

// 初始循环，直到满足某个条件退出
while (vma->vm_start <= address && !already_jumped) {
    if (!already_jumped) {
        local_debug_printk(KERN_ERR ""%s:%d fault, address is 0x%lx PC %016Lx textaccess %ld writeaccess %ld\n"",
                            __func__, __LINE__,
                            address, regs->pc, textaccess, writeaccess);

        already_jumped = true;
    }

    if (user_mode(regs)) {
        static int count=0;
        if (++count < 4) {
            local_debug_printk(KERN_ERR ""user mode bad_area address=%lx pid=%d (%s) pc=%08lx\n"",
                                address, task_pid_nr(current), current->comm, regs->pc);
        }
        
        goto bad_area; // 跳转到错误处理部分
    }

    tsk->thread.address = address;
    tsk->thread.error_code = writeaccess;
    info.si_signo = SIGSEGV;

    local_debug_printk(KERN_ERR ""SIGSEGV signal generated\n"");

    if (is_global_init(tsk)) {
        printk(KERN_ERR ""INIT had user mode bad_area\n"");
        return;
    }
}

// 此处为正常逻辑处理部分
good_area:

// 从这里开始继续正常的代码路径

bad_area:
    // 如果需要的话，你可以在这里添加一些额外的错误处理逻辑
    if (other_check) {
        other_printk(KERN_ERR ""Additional error: %s\n"", message);
    }

    return ERR_VALUE; // 返回一个合适的错误值
```

### 主要改进点：
1. **`already_jumped` 标志变量**：用于记录是否已经在循环中了，避免多次触发错误处理逻辑。
2. **增加详细日志输出**：在每次触发错误时打印详细的调试信息，便于后续排查问题。
3. **额外错误处理**：如果需要，可以在 `bad_area` 处添加更多的错误检查和输出，确保代码的全面性和健壮性。

通过这些改进，代码不仅更易于理解和维护，而且在遇到类似的问题时能提供更具体的帮助。如果你有更多具体的需求或环境信息，请告诉我进一步优化。"
qwen2.5:3b,1240,25
qwen2.5:3b,1241,130
qwen2.5:3b,1242,160
qwen2.5:3b,1243,23
qwen2.5:3b,1244,46
qwen2.5:3b,1245,87
qwen2.5:3b,1246,100
qwen2.5:3b,1247,170
qwen2.5:3b,1248,37
qwen2.5:3b,1249,70
qwen2.5:3b,1250,82
qwen2.5:3b,1251,0
qwen2.5:3b,1252,70
qwen2.5:3b,1253,93
qwen2.5:3b,1254,127
qwen2.5:3b,1255,70
qwen2.5:3b,1256,130
qwen2.5:3b,1257,27
qwen2.5:3b,1258,170
qwen2.5:3b,1259,13
qwen2.5:3b,1260,17
qwen2.5:3b,1261,100
qwen2.5:3b,1262,100
qwen2.5:3b,1263,15
qwen2.5:3b,1264,130
qwen2.5:3b,1265,40
qwen2.5:3b,1266,27
qwen2.5:3b,1267,10
qwen2.5:3b,1268,70
qwen2.5:3b,1269,30
qwen2.5:3b,1270,30
qwen2.5:3b,1271,70
qwen2.5:3b,1272,130
qwen2.5:3b,1273,27
qwen2.5:3b,1274,27
qwen2.5:3b,1275,30
qwen2.5:3b,1276,70
qwen2.5:3b,1277,37
qwen2.5:3b,1278,37
qwen2.5:3b,1279,167
qwen2.5:3b,1280,40
qwen2.5:3b,1281,20
qwen2.5:3b,1282,42
qwen2.5:3b,1283,80
qwen2.5:3b,1284,47
qwen2.5:3b,1285,14
qwen2.5:3b,1286,137
qwen2.5:3b,1287,215
qwen2.5:3b,1288,102
qwen2.5:3b,1289,100
qwen2.5:3b,1290,50
qwen2.5:3b,1291,100
qwen2.5:3b,1292,94
qwen2.5:3b,1293,37
qwen2.5:3b,1294,100
qwen2.5:3b,1295,21
qwen2.5:3b,1296,21
qwen2.5:3b,1297,123
qwen2.5:3b,1298,47
qwen2.5:3b,1299,40
qwen2.5:3b,1300,100
qwen2.5:3b,1301,90
qwen2.5:3b,1302,2498
qwen2.5:3b,1303,17
qwen2.5:3b,1304,70
qwen2.5:3b,1305,80
qwen2.5:3b,1306,100
qwen2.5:3b,1307,170
qwen2.5:3b,1308,30
qwen2.5:3b,1309,140
qwen2.5:3b,1310,130
qwen2.5:3b,1311,80
qwen2.5:3b,1312,70
qwen2.5:3b,1313,80
qwen2.5:3b,1314,21
qwen2.5:3b,1315,30
qwen2.5:3b,1316,15
qwen2.5:3b,1317,30
qwen2.5:3b,1318,10
qwen2.5:3b,1319,130
qwen2.5:3b,1320,150
qwen2.5:3b,1321,20
qwen2.5:3b,1322,20
qwen2.5:3b,1323,37
qwen2.5:3b,1324,14
qwen2.5:3b,1325,80
qwen2.5:3b,1326,18
qwen2.5:3b,1327,30
qwen2.5:3b,1328,15
qwen2.5:3b,1329,47
qwen2.5:3b,1330,87
qwen2.5:3b,1331,20
qwen2.5:3b,1332,127
qwen2.5:3b,1333,49
qwen2.5:3b,1334,30
qwen2.5:3b,1335,82
qwen2.5:3b,1336,70
qwen2.5:3b,1337,80
qwen2.5:3b,1338,15
qwen2.5:3b,1339,70
qwen2.5:3b,1340,100
qwen2.5:3b,1341,15
qwen2.5:3b,1342,30
qwen2.5:3b,1343,30
qwen2.5:3b,1344,167
qwen2.5:3b,1345,90
qwen2.5:3b,1346,62
qwen2.5:3b,1347,170
qwen2.5:3b,1348,20
qwen2.5:3b,1349,35
qwen2.5:3b,1350,20
qwen2.5:3b,1351,120
qwen2.5:3b,1352,85
qwen2.5:3b,1353,89
qwen2.5:3b,1354,87
qwen2.5:3b,1355,47
qwen2.5:3b,1356,67
qwen2.5:3b,1357,120
qwen2.5:3b,1358,123
qwen2.5:3b,1359,70
qwen2.5:3b,1360,32
qwen2.5:3b,1361,47
qwen2.5:3b,1362,37
qwen2.5:3b,1363,60
qwen2.5:3b,1364,83
qwen2.5:3b,1365,16
qwen2.5:3b,1366,30
qwen2.5:3b,1367,40
qwen2.5:3b,1368,84
qwen2.5:3b,1369,27
qwen2.5:3b,1370,10
qwen2.5:3b,1371,27
qwen2.5:3b,1372,14
qwen2.5:3b,1373,37
qwen2.5:3b,1374,35
qwen2.5:3b,1375,17
qwen2.5:3b,1376,170
qwen2.5:3b,1377,12345
qwen2.5:3b,1378,70
qwen2.5:3b,1379,10
qwen2.5:3b,1380,37
qwen2.5:3b,1381,67
qwen2.5:3b,1382,170
qwen2.5:3b,1383,90
qwen2.5:3b,1384,95
qwen2.5:3b,1385,25
qwen2.5:3b,1386,12
qwen2.5:3b,1387,37
qwen2.5:3b,1388,85
qwen2.5:3b,1389,37
qwen2.5:3b,1390,87
qwen2.5:3b,1391,34
qwen2.5:3b,1392,16
qwen2.5:3b,1393,125
qwen2.5:3b,1394,100
qwen2.5:3b,1395,160
qwen2.5:3b,1396,90
qwen2.5:3b,1397,140
qwen2.5:3b,1398,85
qwen2.5:3b,1399,30
qwen2.5:3b,1400,75
qwen2.5:3b,1401,47
qwen2.5:3b,1402,47
qwen2.5:3b,1403,170
qwen2.5:3b,1404,20
qwen2.5:3b,1405,170
qwen2.5:3b,1406,80
qwen2.5:3b,1407,27
qwen2.5:3b,1408,153
qwen2.5:3b,1409,20
qwen2.5:3b,1410,20
qwen2.5:3b,1411,47
qwen2.5:3b,1412,20
qwen2.5:3b,1413,20
qwen2.5:3b,1414,30
qwen2.5:3b,1415,100
qwen2.5:3b,1416,100
qwen2.5:3b,1417,57
qwen2.5:3b,1418,27
qwen2.5:3b,1419,21
qwen2.5:3b,1420,37
qwen2.5:3b,1421,17
qwen2.5:3b,1422,50
qwen2.5:3b,1423,1392
qwen2.5:3b,1424,170
qwen2.5:3b,1425,140
qwen2.5:3b,1426,30
qwen2.5:3b,1427,70
qwen2.5:3b,1428,15
qwen2.5:3b,1429,15
qwen2.5:3b,1430,21
qwen2.5:3b,1431,14
qwen2.5:3b,1432,170
qwen2.5:3b,1433,47
qwen2.5:3b,1434,100
qwen2.5:3b,1435,30
qwen2.5:3b,1436,120
qwen2.5:3b,1437,40
qwen2.5:3b,1438,100
qwen2.5:3b,1439,86
qwen2.5:3b,1440,30
qwen2.5:3b,1441,100
qwen2.5:3b,1442,30
qwen2.5:3b,1443,37
qwen2.5:3b,1444,140
qwen2.5:3b,1445,27
qwen2.5:3b,1446,37
qwen2.5:3b,1447,49
qwen2.5:3b,1448,37
qwen2.5:3b,1449,47
qwen2.5:3b,1450,79
qwen2.5:3b,1451,21
qwen2.5:3b,1452,27
qwen2.5:3b,1453,170
qwen2.5:3b,1454,130
qwen2.5:3b,1455,100
qwen2.5:3b,1456,77
qwen2.5:3b,1457,50
qwen2.5:3b,1458,100
qwen2.5:3b,1459,70
qwen2.5:3b,1460,107
qwen2.5:3b,1461,70
qwen2.5:3b,1462,67
qwen2.5:3b,1463,47
qwen2.5:3b,1464,40
qwen2.5:3b,1465,70
qwen2.5:3b,1466,80
qwen2.5:3b,1467,57
qwen2.5:3b,1468,15
qwen2.5:3b,1469,57
qwen2.5:3b,1470,16
qwen2.5:3b,1471,130
qwen2.5:3b,1472,100
qwen2.5:3b,1473,100
qwen2.5:3b,1474,170
qwen2.5:3b,1475,170
qwen2.5:3b,1476,47
qwen2.5:3b,1477,21
qwen2.5:3b,1478,30
qwen2.5:3b,1479,140
qwen2.5:3b,1480,130
qwen2.5:3b,1481,13
qwen2.5:3b,1482,30
qwen2.5:3b,1483,25
qwen2.5:3b,1484,57
qwen2.5:3b,1485,14
qwen2.5:3b,1486,39
qwen2.5:3b,1487,37
qwen2.5:3b,1488,21
qwen2.5:3b,1489,70
qwen2.5:3b,1490,70
qwen2.5:3b,1491,107
qwen2.5:3b,1492,45
qwen2.5:3b,1493,45
qwen2.5:3b,1494,17
qwen2.5:3b,1495,70
qwen2.5:3b,1496,13
qwen2.5:3b,1497,47
qwen2.5:3b,1498,17
qwen2.5:3b,1499,47
qwen2.5:3b,1500,47
qwen2.5:3b,1501,13
qwen2.5:3b,1502,21
qwen2.5:3b,1503,21
qwen2.5:3b,1504,127
qwen2.5:3b,1505,70
qwen2.5:3b,1506,70
qwen2.5:3b,1507,21
qwen2.5:3b,1508,21
qwen2.5:3b,1509,45
qwen2.5:3b,1510,170
qwen2.5:3b,1511,170
qwen2.5:3b,1512,21
qwen2.5:3b,1513,50
qwen2.5:3b,1514,37
qwen2.5:3b,1515,30
qwen2.5:3b,1516,37
qwen2.5:3b,1517,75
qwen2.5:3b,1518,14
qwen2.5:3b,1519,85
qwen2.5:3b,1520,127
qwen2.5:3b,1521,21
qwen2.5:3b,1522,37
qwen2.5:3b,1523,90
qwen2.5:3b,1524,130
qwen2.5:3b,1525,17
qwen2.5:3b,1526,103
qwen2.5:3b,1527,85
qwen2.5:3b,1528,210
qwen2.5:3b,1529,37
qwen2.5:3b,1530,140
qwen2.5:3b,1531,150
qwen2.5:3b,1532,170
qwen2.5:3b,1533,67
qwen2.5:3b,1534,30
qwen2.5:3b,1535,23
qwen2.5:3b,1536,37
qwen2.5:3b,1537,100
qwen2.5:3b,1538,30
qwen2.5:3b,1539,120
qwen2.5:3b,1540,37
qwen2.5:3b,1541,14
