llmModel,iteration,score
gemma4:e2b,1067,95
gemma4:e2b,1068,100
gemma4:e2b,1069,0
gemma4:e2b,1070,100
gemma4:e2b,1071,100
gemma4:e2b,1072,100
gemma4:e2b,1073,0
gemma4:e2b,1074,100
gemma4:e2b,1075,0.0
gemma4:e2b,1076,100
gemma4:e2b,1077,100
gemma4:e2b,1078,0
gemma4:e2b,1079,100
gemma4:e2b,1080,100
gemma4:e2b,1081,100
gemma4:e2b,1082,100
gemma4:e2b,1083,12
gemma4:e2b,1084,0
gemma4:e2b,1085,5
gemma4:e2b,1086,100
gemma4:e2b,1087,1
gemma4:e2b,1088,100
gemma4:e2b,1089,60
gemma4:e2b,1090,100
gemma4:e2b,1091,45
gemma4:e2b,1092,100
gemma4:e2b,1093,100
gemma4:e2b,1094,100
gemma4:e2b,1095,0
gemma4:e2b,1096,5
gemma4:e2b,1097,70
gemma4:e2b,1098,100
gemma4:e2b,1099,100
gemma4:e2b,1100,0
gemma4:e2b,1101,100
gemma4:e2b,1102,100
gemma4:e2b,1103,100
gemma4:e2b,1104,100
gemma4:e2b,1105,100
gemma4:e2b,1106,30
gemma4:e2b,1107,0
gemma4:e2b,1108,100
gemma4:e2b,1109,0
gemma4:e2b,1110,0
gemma4:e2b,1111,70
gemma4:e2b,1112,0
gemma4:e2b,1113,100
gemma4:e2b,1114,100
gemma4:e2b,1115,100
gemma4:e2b,1116,100
gemma4:e2b,1117,100
gemma4:e2b,1118,100
gemma4:e2b,1119,100
gemma4:e2b,1120,30
gemma4:e2b,1121,100
gemma4:e2b,1122,100
gemma4:e2b,1123,100
gemma4:e2b,1124,100
gemma4:e2b,1125,0.0
gemma4:e2b,1126,100
gemma4:e2b,1127,100
gemma4:e2b,1128,100
gemma4:e2b,1129,100
gemma4:e2b,1130,100
gemma4:e2b,1131,100
gemma4:e2b,1132,40
gemma4:e2b,1133,100
gemma4:e2b,1134,0
gemma4:e2b,1135,100
gemma4:e2b,1136,100
gemma4:e2b,1137,100
gemma4:e2b,1138,100
gemma4:e2b,1139,100
gemma4:e2b,1140,70
gemma4:e2b,1141,100
gemma4:e2b,1142,100
gemma4:e2b,1143,100
gemma4:e2b,1144,100
gemma4:e2b,1145,(No string was provided.)
gemma4:e2b,1146,100
gemma4:e2b,1147,100
gemma4:e2b,1148,100
gemma4:e2b,1149,0
gemma4:e2b,1150,60
gemma4:e2b,1151,100
gemma4:e2b,1152,100
gemma4:e2b,1153,0
gemma4:e2b,1154,95
gemma4:e2b,1155,100
gemma4:e2b,1156,100
gemma4:e2b,1157,30
gemma4:e2b,1158,0
gemma4:e2b,1159,15
gemma4:e2b,1160,10
gemma4:e2b,1161,40
gemma4:e2b,1162,7
gemma4:e2b,1163,60
gemma4:e2b,1164,0
gemma4:e2b,1165,50
gemma4:e2b,1166,0
gemma4:e2b,1167,0
gemma4:e2b,1168,100
gemma4:e2b,1169,100
gemma4:e2b,1170,0
gemma4:e2b,1171,100
gemma4:e2b,1172,20
gemma4:e2b,1173,0
gemma4:e2b,1174,55
gemma4:e2b,1175,85
gemma4:e2b,1176,100
gemma4:e2b,1177,100
gemma4:e2b,1178,50
gemma4:e2b,1179,0
gemma4:e2b,1180,10
gemma4:e2b,1181,10
gemma4:e2b,1182,0.0
gemma4:e2b,1183,100
gemma4:e2b,1184,100
gemma4:e2b,1185,100
gemma4:e2b,1186,100
gemma4:e2b,1187,100
gemma4:e2b,1188,100
gemma4:e2b,1189,100
gemma4:e2b,1190,100
gemma4:e2b,1191,100
gemma4:e2b,1192,45
gemma4:e2b,1193,100
gemma4:e2b,1194,100
gemma4:e2b,1195,100
gemma4:e2b,1196,100
gemma4:e2b,1197,20
gemma4:e2b,1198,100
gemma4:e2b,1199,0
gemma4:e2b,1200,100
gemma4:e2b,1201,100
gemma4:e2b,1202,100
gemma4:e2b,1203,100
gemma4:e2b,1204,100
gemma4:e2b,1205,100
gemma4:e2b,1206,100
gemma4:e2b,1207,100
gemma4:e2b,1208,100
gemma4:e2b,1209,30
gemma4:e2b,1210,100
gemma4:e2b,1211,100
gemma4:e2b,1212,100
gemma4:e2b,1213,100
gemma4:e2b,1214,100
gemma4:e2b,1215,100
gemma4:e2b,1216,0
gemma4:e2b,1217,100
gemma4:e2b,1218,0
gemma4:e2b,1219,0
gemma4:e2b,1220,100
gemma4:e2b,1221,0
gemma4:e2b,1222,30
gemma4:e2b,1223,
gemma4:e2b,1224,100
gemma4:e2b,1225,100
gemma4:e2b,1226,100
gemma4:e2b,1227,100
gemma4:e2b,1228,100
gemma4:e2b,1229,100
gemma4:e2b,1230,100
gemma4:e2b,1231,100
gemma4:e2b,1232,100
gemma4:e2b,1233,100
gemma4:e2b,1234,100
gemma4:e2b,1235,100
gemma4:e2b,1236,100
gemma4:e2b,1237,100
gemma4:e2b,1238,100
gemma4:e2b,1239,100
gemma4:e2b,1240,100
gemma4:e2b,1241,100
gemma4:e2b,1242,100
gemma4:e2b,1243,100
gemma4:e2b,1244,100
gemma4:e2b,1245,100
gemma4:e2b,1246,100
gemma4:e2b,1247,0
gemma4:e2b,1248,100
gemma4:e2b,1249,0
gemma4:e2b,1250,0
gemma4:e2b,1251,0
gemma4:e2b,1252,1
gemma4:e2b,1253,100
gemma4:e2b,1254,100
gemma4:e2b,1255,0
gemma4:e2b,1256,0
gemma4:e2b,1257,0
gemma4:e2b,1258,100
gemma4:e2b,1259,100
gemma4:e2b,1260,100
gemma4:e2b,1261,100
gemma4:e2b,1262,70
gemma4:e2b,1263,0
gemma4:e2b,1264,100
gemma4:e2b,1265,100
gemma4:e2b,1266,100
gemma4:e2b,1267,100
gemma4:e2b,1268,100
gemma4:e2b,1269,100
gemma4:e2b,1270,100
gemma4:e2b,1271,100
gemma4:e2b,1272,15
gemma4:e2b,1273,0
gemma4:e2b,1274,100
gemma4:e2b,1275,100
gemma4:e2b,1276,100
gemma4:e2b,1277,100
gemma4:e2b,1278,90
gemma4:e2b,1279,100
gemma4:e2b,1280,100
gemma4:e2b,1281,15
gemma4:e2b,1282,100
gemma4:e2b,1283,0
gemma4:e2b,1284,100
gemma4:e2b,1285,100
gemma4:e2b,1286,100
gemma4:e2b,1287,0
gemma4:e2b,1288,0
gemma4:e2b,1289,100
gemma4:e2b,1290,100
gemma4:e2b,1291,10
gemma4:e2b,1292,100
gemma4:e2b,1293,100
gemma4:e2b,1294,100
gemma4:e2b,1295,60
gemma4:e2b,1296,0
gemma4:e2b,1297,0
gemma4:e2b,1298,0
gemma4:e2b,1299,50
gemma4:e2b,1300,100
gemma4:e2b,1301,86
gemma4:e2b,1302,100
gemma4:e2b,1303,70
gemma4:e2b,1304,100
gemma4:e2b,1305,100
gemma4:e2b,1306,0
gemma4:e2b,1307,100
gemma4:e2b,1308,100
gemma4:e2b,1309,100
gemma4:e2b,1310,100
gemma4:e2b,1311,100
gemma4:e2b,1312,0
gemma4:e2b,1313,100
gemma4:e2b,1314,45
gemma4:e2b,1315,90
gemma4:e2b,1316,100
gemma4:e2b,1317,100
gemma4:e2b,1318,100
gemma4:e2b,1319,10
gemma4:e2b,1320,20
gemma4:e2b,1321,100
gemma4:e2b,1322,100
gemma4:e2b,1323,85
gemma4:e2b,1324,100
gemma4:e2b,1325,0
gemma4:e2b,1326,0
gemma4:e2b,1327,70
gemma4:e2b,1328,100
gemma4:e2b,1329,15
gemma4:e2b,1330,100
gemma4:e2b,1331,100
gemma4:e2b,1332,100
gemma4:e2b,1333,100
gemma4:e2b,1334,100
gemma4:e2b,1335,8
gemma4:e2b,1336,35
gemma4:e2b,1337,100
gemma4:e2b,1338,100
gemma4:e2b,1339,0
gemma4:e2b,1340,100
gemma4:e2b,1341,100
gemma4:e2b,1342,100
gemma4:e2b,1343,100
gemma4:e2b,1344,80
gemma4:e2b,1345,20
gemma4:e2b,1346,100
gemma4:e2b,1347,100
gemma4:e2b,1348,100
gemma4:e2b,1349,10
gemma4:e2b,1350,10
gemma4:e2b,1351,100
gemma4:e2b,1352,100
gemma4:e2b,1353,0
gemma4:e2b,1354,100
gemma4:e2b,1355,100
gemma4:e2b,1356,100
gemma4:e2b,1357,100
gemma4:e2b,1358,100
gemma4:e2b,1359,100
gemma4:e2b,1360,5
gemma4:e2b,1361,100
gemma4:e2b,1362,100
gemma4:e2b,1363,3
gemma4:e2b,1364,0
gemma4:e2b,1365,100
gemma4:e2b,1366,100
gemma4:e2b,1367,100
gemma4:e2b,1368,0
gemma4:e2b,1369,100
gemma4:e2b,1370,35
gemma4:e2b,1371,0
gemma4:e2b,1372,70
gemma4:e2b,1373,100
gemma4:e2b,1374,100
gemma4:e2b,1375,100
gemma4:e2b,1376,100
gemma4:e2b,1377,0
gemma4:e2b,1378,100
gemma4:e2b,1379,0
gemma4:e2b,1380,20
gemma4:e2b,1381,100
gemma4:e2b,1382,25
gemma4:e2b,1383,100
gemma4:e2b,1384,100
gemma4:e2b,1385,100
gemma4:e2b,1386,100
gemma4:e2b,1387,100
gemma4:e2b,1388,100
gemma4:e2b,1389,100
gemma4:e2b,1390,100
gemma4:e2b,1391,100
gemma4:e2b,1392,100
gemma4:e2b,1393,100
gemma4:e2b,1394,100
gemma4:e2b,1395,100
gemma4:e2b,1396,0
gemma4:e2b,1397,0
gemma4:e2b,1398,0
gemma4:e2b,1399,90
gemma4:e2b,1400,0
gemma4:e2b,1401,0
gemma4:e2b,1402,100
gemma4:e2b,1403,0
gemma4:e2b,1404,100
gemma4:e2b,1405,10
gemma4:e2b,1406,100
gemma4:e2b,1407,0
gemma4:e2b,1408,0
gemma4:e2b,1409,0
gemma4:e2b,1410,0
gemma4:e2b,1411,0
gemma4:e2b,1412,100
gemma4:e2b,1413,100
gemma4:e2b,1414,100
gemma4:e2b,1415,
gemma4:e2b,1416,100
gemma4:e2b,1417,75
gemma4:e2b,1418,100
gemma4:e2b,1419,60
gemma4:e2b,1420,20
gemma4:e2b,1421,100
gemma4:e2b,1422,0
gemma4:e2b,1423,0
gemma4:e2b,1424,100
gemma4:e2b,1425,100
gemma4:e2b,1426,100
gemma4:e2b,1427,60
gemma4:e2b,1428,100
gemma4:e2b,1429,0
gemma4:e2b,1430,40
gemma4:e2b,1431,100
gemma4:e2b,1432,100
gemma4:e2b,1433,100
gemma4:e2b,1434,100
gemma4:e2b,1435,30
gemma4:e2b,1436,100
gemma4:e2b,1437,100
gemma4:e2b,1438,100
gemma4:e2b,1439,0
gemma4:e2b,1440,100
gemma4:e2b,1441,100
gemma4:e2b,1442,85
gemma4:e2b,1443,0
gemma4:e2b,1444,100
gemma4:e2b,1445,0
gemma4:e2b,1446,100
gemma4:e2b,1447,100
gemma4:e2b,1448,20
gemma4:e2b,1449,60
gemma4:e2b,1450,0
gemma4:e2b,1451,100
gemma4:e2b,1452,100
gemma4:e2b,1453,100
gemma4:e2b,1454,40
gemma4:e2b,1455,100
gemma4:e2b,1456,100
gemma4:e2b,1457,100
gemma4:e2b,1458,0
gemma4:e2b,1459,100
gemma4:e2b,1460,100
gemma4:e2b,1461,100
gemma4:e2b,1462,95
gemma4:e2b,1463,100
gemma4:e2b,1464,100
gemma4:e2b,1465,25
gemma4:e2b,1466,100
gemma4:e2b,1467,100
gemma4:e2b,1468,0
gemma4:e2b,1469,100
gemma4:e2b,1470,100
gemma4:e2b,1471,0
gemma4:e2b,1472,100
gemma4:e2b,1473,Please provide the string.
gemma4:e2b,1474,100
gemma4:e2b,1475,0
gemma4:e2b,1476,100
gemma4:e2b,1477,0
gemma4:e2b,1478,60
gemma4:e2b,1479,100
gemma4:e2b,1480,0
gemma4:e2b,1481,45
gemma4:e2b,1482,95
gemma4:e2b,1483,0
gemma4:e2b,1484,100
gemma4:e2b,1485,100
gemma4:e2b,1486,100
gemma4:e2b,1487,15
gemma4:e2b,1488,0
gemma4:e2b,1489,100
gemma4:e2b,1490,100
gemma4:e2b,1491,100
gemma4:e2b,1492,30
gemma4:e2b,1493,100
gemma4:e2b,1494,100
gemma4:e2b,1495,100
gemma4:e2b,1496,70
gemma4:e2b,1497,100
gemma4:e2b,1498,100
gemma4:e2b,1499,100
gemma4:e2b,1500,100
gemma4:e2b,1501,100
gemma4:e2b,1502,100
gemma4:e2b,1503,100
gemma4:e2b,1504,100
gemma4:e2b,1505,100
gemma4:e2b,1506,100
gemma4:e2b,1507,100
gemma4:e2b,1508,100
gemma4:e2b,1509,65
gemma4:e2b,1510,40
gemma4:e2b,1511,30
gemma4:e2b,1512,0
gemma4:e2b,1513,0
gemma4:e2b,1514,50
gemma4:e2b,1515,Please provide the string.
gemma4:e2b,1516,100
gemma4:e2b,1517,95
gemma4:e2b,1518,20
gemma4:e2b,1519,100
gemma4:e2b,1520,100
gemma4:e2b,1521,100
gemma4:e2b,1522,100
gemma4:e2b,1523,30
gemma4:e2b,1524,100
gemma4:e2b,1525,70
gemma4:e2b,1526,15
gemma4:e2b,1527,100
gemma4:e2b,1528,0
gemma4:e2b,1529,30
gemma4:e2b,1530,70
gemma4:e2b,1531,20
gemma4:e2b,1532,25
gemma4:e2b,1533,0
gemma4:e2b,1534,80
gemma4:e2b,1535,100
gemma4:e2b,1536,100
gemma4:e2b,1537,0
gemma4:e2b,1538,100
gemma4:e2b,1539,0
gemma4:e2b,1540,0
gemma4:e2b,1541,100
gemma4:e2b,1542,100
gemma4:e2b,1543,100
gemma4:e2b,1544,50
gemma4:e2b,1545,100
gemma4:e2b,1546,20
gemma4:e2b,1547,100
gemma4:e2b,1548,100
gemma4:e2b,1549,100
gemma4:e2b,1550,90
gemma4:e2b,1551,100
gemma4:e2b,1552,100
gemma4:e2b,1553,70
gemma4:e2b,1554,100
gemma4:e2b,1555,0
gemma4:e2b,1556,100
gemma4:e2b,1557,15
gemma4:e2b,1558,100
gemma4:e2b,1559,100
gemma4:e2b,1560,0
gemma4:e2b,1561,15
gemma4:e2b,1562,100
gemma4:e2b,1563,100
gemma4:e2b,1564,100
gemma4:e2b,1565,0
gemma4:e2b,1566,100
gemma4:e2b,1567,95
gemma4:e2b,1568,100
gemma4:e2b,1569,0
gemma4:e2b,1570,100
gemma4:e2b,1571,100
gemma4:e2b,1572,0
gemma4:e2b,1573,100
gemma4:e2b,1574,0
gemma4:e2b,1575,100
gemma4:e2b,1576,100
gemma4:e2b,1577,100
gemma4:e2b,1578,100
gemma4:e2b,1579,100
gemma4:e2b,1580,0
gemma4:e2b,1581,100
gemma4:e2b,1582,100
gemma4:e2b,1583,15
gemma4:e2b,1584,100
gemma4:e2b,1585,0
gemma4:e2b,1586,100
gemma4:e2b,1587,75
gemma4:e2b,1588,100
gemma4:e2b,1589,93
gemma4:e2b,1590,100
gemma4:e2b,1591,0
gemma4:e2b,1592,100
gemma4:e2b,1593,60
gemma4:e2b,1594,100
gemma4:e2b,1595,100
gemma4:e2b,1596,100
gemma4:e2b,1597,100
gemma4:e2b,1598,100
gemma4:e2b,1599,0.0
gemma4:e2b,1600,100
gemma4:e2b,1601,100
gemma4:e2b,1602,50
gemma4:e2b,1603,100
gemma4:e2b,1604,100
gemma4:e2b,1605,100
gemma4:e2b,1606,0
gemma4:e2b,1607,100
gemma4:e2b,1608,100
gemma4:e2b,1609,20
gemma4:e2b,1610,100
gemma4:e2b,1611,100
gemma4:e2b,1612,100
gemma4:e2b,1613,100
gemma4:e2b,1614,100
gemma4:e2b,1615,100
gemma4:e2b,1616,100
gemma4:e2b,1617,100
gemma4:e2b,1618,100
gemma4:e2b,1619,95
gemma4:e2b,1620,100
gemma4:e2b,1621,15
gemma4:e2b,1622,100
gemma4:e2b,1623,100
gemma4:e2b,1624,100
gemma4:e2b,1625,100
gemma4:e2b,1626,65
gemma4:e2b,1627,35
gemma4:e2b,1628,20
gemma4:e2b,1629,100
gemma4:e2b,1630,100
gemma4:e2b,1631,100
gemma4:e2b,1632,100
gemma4:e2b,1633,100
gemma4:e2b,1634,100
gemma4:e2b,1635,0
gemma4:e2b,1636,100
gemma4:e2b,1637,100
gemma4:e2b,1638,90
gemma4:e2b,1639,0
gemma4:e2b,1640,100
gemma4:e2b,1641,0
gemma4:e2b,1642,100
gemma4:e2b,1643,100
gemma4:e2b,1644,100
gemma4:e2b,1645,100
gemma4:e2b,1646,100
gemma4:e2b,1647,100
gemma4:e2b,1648,90
gemma4:e2b,1649,100
gemma4:e2b,1650,100
gemma4:e2b,1651,0
gemma4:e2b,1652,100
gemma4:e2b,1653,100
gemma4:e2b,1654,0.0
gemma4:e2b,1655,0
gemma4:e2b,1656,0
gemma4:e2b,1657,60
gemma4:e2b,1658,100
gemma4:e2b,1659,100
gemma4:e2b,1660,100
gemma4:e2b,1661,100
gemma4:e2b,1662,0
gemma4:e2b,1663,100
gemma4:e2b,1664,100
gemma4:e2b,1665,35
gemma4:e2b,1666,100
gemma4:e2b,1667,15
gemma4:e2b,1668,0
gemma4:e2b,1669,0
gemma4:e2b,1670,50
gemma4:e2b,1671,0
gemma4:e2b,1672,ERROR
gemma4:e2b,1673,100
gemma4:e2b,1674,100
gemma4:e2b,1675,70
gemma4:e2b,1676,70
gemma4:e2b,1677,0
gemma4:e2b,1678,0
gemma4:e2b,1679,100
gemma4:e2b,1680,
gemma4:e2b,1681,100
gemma4:e2b,1682,75
gemma4:e2b,1683,70
gemma4:e2b,1684,0
gemma4:e2b,1685,100
gemma4:e2b,1686,100
gemma4:e2b,1687,100
gemma4:e2b,1688,95
gemma4:e2b,1689,100
gemma4:e2b,1690,100
gemma4:e2b,1691,100
gemma4:e2b,1692,0
gemma4:e2b,1693,0
gemma4:e2b,1694,100
gemma4:e2b,1695,40
gemma4:e2b,1696,100
gemma4:e2b,1697,100
gemma4:e2b,1698,100
gemma4:e2b,1699,85
gemma4:e2b,1700,100
gemma4:e2b,1701,100
gemma4:e2b,1702,0
gemma4:e2b,1703,96
gemma4:e2b,1704,10
gemma4:e2b,1705,0
gemma4:e2b,1706,0
gemma4:e2b,1707,100
gemma4:e2b,1708,100
gemma4:e2b,1709,0
gemma4:e2b,1710,90
gemma4:e2b,1711,100
gemma4:e2b,1712,100
gemma4:e2b,1713,40
gemma4:e2b,1714,100
gemma4:e2b,1715,15
gemma4:e2b,1716,100
gemma4:e2b,1717,90
gemma4:e2b,1718,20
gemma4:e2b,1719,0
gemma4:e2b,1720,100
gemma4:e2b,1721,100
gemma4:e2b,1722,100
gemma4:e2b,1723,0
gemma4:e2b,1724,40
gemma4:e2b,1725,5
gemma4:e2b,1726,35
gemma4:e2b,1727,100
gemma4:e2b,1728,70
gemma4:e2b,1729,100
gemma4:e2b,1730,100
gemma4:e2b,1731,100
gemma4:e2b,1732,100
gemma4:e2b,1733,15
gemma4:e2b,1734,100
gemma4:e2b,1735,30
gemma4:e2b,1736,100
gemma4:e2b,1737,0
gemma4:e2b,1738,100
gemma4:e2b,1739,100
gemma4:e2b,1740,100
gemma4:e2b,1741,100
gemma4:e2b,1742,100
gemma4:e2b,1743,100
gemma4:e2b,1744,100
gemma4:e2b,1745,100
gemma4:e2b,1746,100
gemma4:e2b,1747,100
gemma4:e2b,1748,0
gemma4:e2b,1749,100
gemma4:e2b,1750,100
gemma4:e2b,1751,95
gemma4:e2b,1752,100
gemma4:e2b,1753,50
gemma4:e2b,1754,100
gemma4:e2b,1755,30
gemma4:e2b,1756,85
gemma4:e2b,1757,100
gemma4:e2b,1758,100
gemma4:e2b,1759,0
gemma4:e2b,1760,100
gemma4:e2b,1761,100
gemma4:e2b,1762,100
gemma4:e2b,1763,285
gemma4:e2b,1764,40
gemma4:e2b,1765,0
gemma4:e2b,1766,100
gemma4:e2b,1767,50
gemma4:e2b,1768,60
gemma4:e2b,1769,100
gemma4:e2b,1770,5
gemma4:e2b,1771,100
gemma4:e2b,1772,100
gemma4:e2b,1773,100
gemma4:e2b,1774,0
gemma4:e2b,1775,20
gemma4:e2b,1776,20
gemma4:e2b,1777,0
gemma4:e2b,1778,100
gemma4:e2b,1779,100
gemma4:e2b,1780,100
gemma4:e2b,1781,5
gemma4:e2b,1782,100
gemma4:e2b,1783,0
gemma4:e2b,1784,100
gemma4:e2b,1785,0
gemma4:e2b,1786,0
gemma4:e2b,1787,5
gemma4:e2b,1788,100
gemma4:e2b,1789,100
gemma4:e2b,1790,
gemma4:e2b,1791,100
gemma4:e2b,1792,100
gemma4:e2b,1793,100
gemma4:e2b,1794,100
gemma4:e2b,1795,100
gemma4:e2b,1796,100
gemma4:e2b,1797,100
gemma4:e2b,1798,0
gemma4:e2b,1799,0.0
gemma4:e2b,1800,100
gemma4:e2b,1801,0
gemma4:e2b,1802,20
gemma4:e2b,1803,100
gemma4:e2b,1804,60
gemma4:e2b,1805,100
gemma4:e2b,1806,100
gemma4:e2b,1807,0
gemma4:e2b,1808,100
gemma4:e2b,1809,100
gemma4:e2b,1810,0
gemma4:e2b,1811,85
gemma4:e2b,1812,100
gemma4:e2b,1813,30
gemma4:e2b,1814,100
gemma4:e2b,1815,100
gemma4:e2b,1816,100
gemma4:e2b,1817,100
gemma4:e2b,1818,100
gemma4:e2b,1819,75
gemma4:e2b,1820,11
gemma4:e2b,1821,60
gemma4:e2b,1822,0
gemma4:e2b,1823,100
gemma4:e2b,1824,100
gemma4:e2b,1825,100
gemma4:e2b,1826,100
gemma4:e2b,1827,100
gemma4:e2b,1828,100
gemma4:e2b,1829,0
gemma4:e2b,1830,30
gemma4:e2b,1831,0
gemma4:e2b,1832,100
gemma4:e2b,1833,0.0
gemma4:e2b,1834,100
gemma4:e2b,1835,100
gemma4:e2b,1836,100
gemma4:e2b,1837,100
gemma4:e2b,1838,0
gemma4:e2b,1839,100
gemma4:e2b,1840,100
gemma4:e2b,1841,100
gemma4:e2b,1842,75
gemma4:e2b,1843,70
gemma4:e2b,1844,100
gemma4:e2b,1845,100
gemma4:e2b,1846,70
gemma4:e2b,1847,60
gemma4:e2b,1848,100
gemma4:e2b,1849,100
gemma4:e2b,1850,100
gemma4:e2b,1851,100
gemma4:e2b,1852,100
gemma4:e2b,1853,0
gemma4:e2b,1854,100
gemma4:e2b,1855,100
gemma4:e2b,1856,100
gemma4:e2b,1857,100
gemma4:e2b,1858,100
gemma4:e2b,1859,100
gemma4:e2b,1860,75
gemma4:e2b,1861,70
gemma4:e2b,1862,100
gemma4:e2b,1863,100
gemma4:e2b,1864,100
gemma4:e2b,1865,0.0
gemma4:e2b,1866,100
gemma4:e2b,1867,75
gemma4:e2b,1868,100
gemma4:e2b,1869,100
gemma4:e2b,1870,60
gemma4:e2b,1871,100
gemma4:e2b,1872,100
gemma4:e2b,1873,100
gemma4:e2b,1874,100
gemma4:e2b,1875,1
gemma4:e2b,1876,100
gemma4:e2b,1877,0
gemma4:e2b,1878,100
gemma4:e2b,1879,70
gemma4:e2b,1880,100
gemma4:e2b,1881,100
gemma4:e2b,1882,100
gemma4:e2b,1883,100
gemma4:e2b,1884,100
gemma4:e2b,1885,
gemma4:e2b,1886,100
gemma4:e2b,1887,0.0
gemma4:e2b,1888,100
gemma4:e2b,1889,90
gemma4:e2b,1890,100
gemma4:e2b,1891,100
gemma4:e2b,1892,100
gemma4:e2b,1893,30
gemma4:e2b,1894,100
gemma4:e2b,1895,0
gemma4:e2b,1896,0
gemma4:e2b,1897,100
gemma4:e2b,1898,100
gemma4:e2b,1899,1
gemma4:e2b,1900,100
gemma4:e2b,1901,100
gemma4:e2b,1902,100
gemma4:e2b,1903,100
gemma4:e2b,1904,100
gemma4:e2b,1905,100
gemma4:e2b,1906,100
gemma4:e2b,1907,100
gemma4:e2b,1908,100
gemma4:e2b,1909,0
gemma4:e2b,1910,100
gemma4:e2b,1911,100
gemma4:e2b,1912,30
gemma4:e2b,1913,100
gemma4:e2b,1914,0.0
gemma4:e2b,1915,100
gemma4:e2b,1916,100
gemma4:e2b,1917,100
gemma4:e2b,1918,100
gemma4:e2b,1919,100
gemma4:e2b,1920,100
gemma4:e2b,1921,0
gemma4:e2b,1922,100
gemma4:e2b,1923,100
gemma4:e2b,1924,100
gemma4:e2b,1925,60
gemma4:e2b,1926,100
gemma4:e2b,1927,100
gemma4:e2b,1928,100
gemma4:e2b,1929,100
gemma4:e2b,1930,0
gemma4:e2b,1931,5
gemma4:e2b,1932,100
gemma4:e2b,1933,100
gemma4:e2b,1934,100
gemma4:e2b,1935,100
gemma4:e2b,1936,100
gemma4:e2b,1937,0
gemma4:e2b,1938,80
gemma4:e2b,1939,100
gemma4:e2b,1940,10
gemma4:e2b,1941,100
gemma4:e2b,1942,100
gemma4:e2b,1943,0
gemma4:e2b,1944,100
gemma4:e2b,1945,100
gemma4:e2b,1946,0.0
gemma4:e2b,1947,100
gemma4:e2b,1948,100
gemma4:e2b,1949,100
gemma4:e2b,1950,
gemma4:e2b,1951,70
gemma4:e2b,1952,100
gemma4:e2b,1953,100
gemma4:e2b,1954,100
gemma4:e2b,1955,100
gemma4:e2b,1956,100
gemma4:e2b,1957,100
gemma4:e2b,1958,100
gemma4:e2b,1959,100
gemma4:e2b,1960,100
gemma4:e2b,1961,70
gemma4:e2b,1962,0
gemma4:e2b,1963,100
gemma4:e2b,1964,0
gemma4:e2b,1965,65
gemma4:e2b,1966,0
gemma4:e2b,1967,2
gemma4:e2b,1968,100
gemma4:e2b,1969,100
gemma4:e2b,1970,100
gemma4:e2b,1971,20
gemma4:e2b,1972,50
gemma4:e2b,1973,0
gemma4:e2b,1974,100
gemma4:e2b,1975,100
gemma4:e2b,1976,10
gemma4:e2b,1977,100
gemma4:e2b,1978,85
gemma4:e2b,1979,100
gemma4:e2b,1980,100
gemma4:e2b,1981,0
gemma4:e2b,1982,100
gemma4:e2b,1983,0
gemma4:e2b,1984,
gemma4:e2b,1985,70
gemma4:e2b,1986,0
gemma4:e2b,1987,0
gemma4:e2b,1988,100
gemma4:e2b,1989,0
gemma4:e2b,1990,25
gemma4:e2b,1991,0
gemma4:e2b,1992,100
gemma4:e2b,1993,0.0
gemma4:e2b,1994,40
gemma4:e2b,1995,30
gemma4:e2b,1996,65
gemma4:e2b,1997,50
gemma4:e2b,1998,100
gemma4:e2b,1999,35
